symbol,name,exchange,mic_code,sector,industry,employees,website,description,type,CEO,address,city,zip,state,country,phone
FLIC,First of Long Island Corp-The,NASDAQ,XNCM,Financial Services,Banks—Regional,303,https://www.fnbli.com,"The First of Long Island Corporation operates as the holding company for The First National Bank of Long Island that provides financial services to small and medium-sized businesses, professionals, consumers, municipalities, and other organizations. The company offers business and small business checking, personal checking, negotiable order of withdrawal, interest on lawyer, escrow service, rent security, personal and nonpersonal money market, savings, time deposit, holiday club, and individual retirement accounts. It also provides commercial and residential mortgage, commercial and industrial, small business credit scored, Small Business Administration, construction and land development, consumer, and home equity lines/loans, as well as standby letters of credit; debit or credit cards; and overdraft facilities. In addition, the company offers life insurance, investment management, trust, estate and custody, retail investment, bill payment, lockbox, ACH, safe deposit box rental, wire transfer, money order, checkbook printing, check, ATM, and online and mobile banking services. The First of Long Island Corporation was founded in 1927 and is headquartered in Melville, New York.",Common Stock,Mr. Christopher D. Becker,275 Broadhollow Road,Melville,11747,NY,United States,516 671 4900
UCLE,US Nuclear Corp.,OTC,OTCB,Technology,Scientific & Technical Instruments,0,https://usnuclearcorp.com,"US Nuclear Corp., together with its subsidiaries, engages in the developing, manufacturing, and selling radiation detection and measuring equipment worldwide. It operates through two segments, Optron and Overhoff. The company offers radiation water monitors that allow the detection of radioactive materials in drinking water, ground water, rainfall, rivers, and lakes; alpha, beta, gamma, and Tritium monitors; DroneRAD aerial radiation detection; air and water monitors; and nano-second X-ray monitors. It also provides vehicle, personnel, exit, and room monitors; radon air monitors and radon switch products to determine the radon content in the air in basements, mills, mines, and buildings; handheld survey meters, as well as personal dosimeters and pocket micro-R meters; and port security equipment. In addition, the company offers software, which measures gamma and neutron radiation levels; airborne radioactivity levels; temperature and humidity in the facility; status of security doors; wind speed and direction; and barometric pressure. Its products and services are used in nuclear reactor plants, universities, local and state hospitals, government agencies, and emergency medical technicians/first responders, as well as in airports, cargo, screening as ports and borders, and other critical infrastructure. US Nuclear Corp. has a strategic alliance with Arbok-Nuclear for the introduction of desalination and rad-wastewater treatment techniques. The company was incorporated in 2012 and is headquartered in Canoga Park, California.",Common Stock,Mr. Robert I. Goldstein,7051 Eton Avenue,Canoga Park,91303,CA,United States,818 883 7043
AWCA,Awaysis Capital Inc.,OTC,PINX,Real Estate,Real Estate Services,4,https://www.jvgroupinc.com,"Awaysis Capital, Inc., a real estate investment and management company, focuses on the acquisition and development of residential resort properties under the Awaysis brand. The company was formerly known as JV Group, Inc. and changed its name to Awaysis Capital, Inc. in May 2022. The company was incorporated in 2008 and is based in Miramar, Florida.",Common Stock,Mr. Michael  Singh,3400 Lakeside Drive,Miramar,33027,FL,United States,855 795 3311
GNFT,Genfit,NASDAQ,XNGS,Healthcare,Biotechnology,154,https://www.genfit.com,"Genfit S.A., a biopharmaceutical company, discovers and develops drug candidates and diagnostic solutions for metabolic and liver-related diseases. The company develops Elafibranor, which is in Phase III clinical trial to treat patients with primary biliary cholangitis. It also engages in the development of NIS4 technology for the diagnosis of nonalcoholic steatohepatitis (NASH) and fibrosis; VS-01 for the treatment of Urea Cycle Disorder (UCD) and Organic Acidemia Disorder (OAD); GNS561, which is in Phase 1b/2 trial to treat patients with cholangiocarcinoma (CCA); and VS-01-ACLF and Nitazoxanide (NTZ), which is in Phase 1 trial to treat acute-on-chronic liver failure, as well as VS-02-HE, which is in preclinical trial for the treatment of Reduction of Hyperammonemia and the Stabilization of Blood Ammonia. The company has a licensing agreement with Labcorp for the commercialization of NASHnext, a blood-based molecular diagnostic test; and Genoscience Pharma to develop and commercialize the investigational treatment GNS561 for CCA. The company was incorporated in 1999 and is headquartered in Loos, France.",Depositary Receipt,,Parc EurasantE,Loos,59120,,France,33 3 20 16 40 00
QCLSF,Global PVQ SE,OTC,PINX,Technology,Solar,2304,https://www.q-cells.com,"Global PVQ SE engages in the development, manufacture, and marketing of solar cells, solar modules, and photovoltaic systems to module manufacturers worldwide. The company produces solar cells from monocrystalline and polycrystalline silicon wafers, as well as crystalline and thin-film modules. It also provides a range of services for the development and installation of ground-mounted and commercial rooftop photovoltaic systems. The company was formerly known as Q-Cells SE and changed its name to Global PVQ SE in September 2012. Global PVQ SE was founded in 1999 and is headquartered in Bitterfeld-Wolfen, Germany. Global PVQ SE is in reorganization.",Common Stock,,OT Thalheim,Bitterfeld-Wolfen,06766,,Germany,49 34 946 6990
NTLK,Net Talk.com Inc.,OTC,PINX,,,21,https://www.nettalk.com,"NetTalk.com, Inc., a telephone company, provides, sells, and supplies commercial and residential telecommunication services in North America. Its services utilize voice over Internet protocol (VoIP) technology, session initiation protocol (SIP) technology, wireless fidelity technology, wireless maximum technology, marine satellite services technology, and other technologies. The company's principal products comprise DUO, DUO II, and DUO WIFI, which are analog telephone adapters that provide connectivity for analog telephones and faxes to home, home office, or corporate local area networks, as well as able to use advanced calling features, such as call forwarding, caller ID, 3-way calling, call holding, call retrieval, and call transfer. Its DUO products and their related services connect to analog telephone or private branch exchange for individuals, small businesses, and telecommuters. The company also provides CONNECT smartphone applications. NetTalk.com, Inc. sells its products through direct sales and retail brick and mortar channels. The company was formerly known as Discover Screens, Inc. and changed its name to NetTalk.com, Inc. in September 2008. NetTalk.com, Inc. was incorporated in 2006 and is based in Miami Gardens, Florida.",Common Stock,Mr. Anastasios  Kyriakides,1080 NW 163rd Drive,Miami Gardens,33169,FL,United States,305-621-1200
OGLFS,OTIS GALLERY LLC,OTC,PINX,,,0,,,Common Stock,,,,,,United States,
MRRLF,MAREL FOOD SYSTEMS HF,OTC,PINX,Industrials,Specialty Industrial Machinery,7500,https://marel.com,"Marel hf. develops, manufactures, distributes, and sells solutions, software, and services to food processing industries in Europe, the Middle East, Africa, the Americas, Asia, and Oceania. The company operates through four segments: Poultry Processing; Meat Processing; Fish Processing; and Plant, Pet, and Feed. The company's Poultry Processing segment offers automated in-line solutions, software, and services for all stages of processing broilers, turkeys, and ducks. Its Meat Processing segment supplies primary, secondary, and further processing equipment, systems, software, and services of pork, beef, veal, and sheep. The company's Fish Processing segment offers equipment, systems, software, and services for processing salmon and whitefish, both farmed and wild, on-board, and ashore. Its Plant, Pet, and Feed segment provides solutions and services to the pet food, plant-based protein, and aqua feed markets. The company also provides software assurance agreement, customer support, training, process consultancy, preventive maintenance, consumable packages, calibration, inspection, critical parts, and repair and exchange services, as well as upgrade kits. Marel hf. was founded in 1977 and is based in Gardabaer, Iceland.",Common Stock,Mr. Arni  Sigurdsson,Austurhraun 9,Gardabaer,210,,Iceland,354 563 8000
PDPG,Performance Drink Group Inc.,OTC,PINX,Consumer Defensive,Beverages - Non-Alcoholic,0,https://www.performancedrinkgroup.com,"Performance Drink Group, Inc. engages in the manufacture and distribution of sports beverages. The company was formerly known as Liberty International Holding Corporation and changed its name to Performance Drink Group, Inc. in March 2021. The company was incorporated in 1997 and is based in Wheat Ridge, Colorado.",Common Stock,Mr. Jeffrey M. Canouse,11427 West I-70 Frontage Road North,Wheat Ridge,80033,CO,United States,719-752-8459
SCRH,"Scores Holding Co, Inc.",OTC,PINX,Consumer Cyclical,Leisure,0,https://www.scoresholding.com,"Scores Holding Company, Inc., together with its subsidiaries, licenses the Scores trademarks and other intellectual property to gentlemen's nightclubs with adult entertainment in the United States. As of August 4, 2023, it licensed its trademarks to five clubs under the Scores name in Chicago, Illinois; Tampa, Florida; Mooresville, North Carolina; Palm Springs, Florida; Las Vegas, Nevada; and Huntsville, Alabama. Scores Holding Company, Inc. was incorporated in 1981 and is based in New York, New York.",Common Stock,Mr. Robert M. Gans,34-35 Steinway Street,New York,11101,NY,United States,212 246 9090
YCBD,cbdMD Inc,NYSE,XASE,Healthcare,Drug Manufacturers - Specialty & Generic,52,https://www.cbdmd.com,"cbdMD, Inc. produces and distributes various cannabidiol (CBD) products. The company owns and operates consumer hemp-based CBD brands, such as cbdMD, Paw CBD, hempMD, and cbdMD Botanicals. Its cbdMD brand products include CDB tinctures, gummies, topicals, capsules, drink mixes, and sleep, focus, and calming aids. The company also offers veterinarian-formulated products, including tinctures, chews, and topicals under the Paw CBD brand name; nootropic mushroom line under the ATRx brand; and hemp derived solutions under the hempMD brand. It distributes its products through its e-commerce website, third-party e-commerce sites, select distributors and marketing partners, wholesalers, and various brick and mortar retailers in the United States. The company was formerly known as Level Brands, Inc. and changed its name to cbdMD, Inc. in May 2019. cbdMD, Inc. is headquartered in Charlotte, North Carolina.",Common Stock,Mr. T. Ronan Kennedy,8845 Red Oak Boulevard,Charlotte,28217,NC,United States,704 445 3060
CLBR,Colombier Acquisition Corp.,NYSE,XNYS,,,0,,,Common Stock,,,,,,United States,
MDTC,Media Technologies Inc.,OTC,PINX,Technology,Software - Application,1,https://www.mediatechnologyinc.com,"Media Technologies, Inc., a full service paper converting company, manufactures and sells custom folding cartons primarily in the United States. The company provides die-cut header cards, clam shell inserts, chipboard slip sheets, and chipboard boxes. It offers solid bleached sulfate for use in cosmetic and pharmaceutical, ice cream, bakery and other food, and additional high-end packaging applications; gypsum used to convert brick divider sheets; and folding cartons for various retail packaging requirements, including cosmetics, candies, dog treats, frozen food and hardware products, pharmaceuticals, and textiles. The company also provides engineering plotter rolls; clay coated news back CCNB for various uses, such as color-printed folding cartons; and chipboards for various packaging and art applications, as well as wide format ink jet media and custom folders. In addition, it converts a range of premium paper stocks and packaging solutions. The company was formerly known as Town and Country Appraisal Service, Inc. and changed its name to Media Technologies, Inc. in June 2010. Media Technologies, Inc. was founded in 1976 and is based in Oklahoma City, Oklahoma.",Common Stock,,3731 S.W. 29th Street,Oklahoma City,73119,OK,United States,405-682-4400
ZPHRF,Zephyr Energy plc,OTC,PINX,Energy,Oil & Gas E&P,3,https://www.zephyrplc.com,"Zephyr Energy plc, together with its subsidiaries, engages in the exploration and development of oil and gas resources in the United States. Its flagship property is the Paradox Basin, which covers an area of approximately 45,000 gross acres located in Utah, the United States; and holds property in Williston Basin, North Dakota. The company was formerly known as Rose Petroleum plc and changed its name to Zephyr Energy plc in August 2020. Zephyr Energy plc was incorporated in 2002 and is based in London, the United Kingdom.",Common Stock,Mr. John Colin Harrington,20-22 Wenlock Road,London,N1 7GU,,United Kingdom,44 20 7129 1474
HCBC,"High Country Bancorp, Inc.",OTC,OTCQ,Financial Services,Banks—Regional,0,https://www.highcountrybank.net,"High Country Bancorp, Inc., a bank holding company, provides various banking products and services. The company accepts noninterest-bearing and interest-bearing checking accounts, savings, money market, and individual retirement accounts; time deposits; and certificates of deposits. It also provides personal loans; commercial real estate loans, commercial equipment loans, and commercial lines of credit; home equity loans; and mortgage loans. In addition, the company offers credit and debit cards; and mobile banking, online, and merchant card services, as well as invests in notes receivables and real estate properties. It operates through main office in Salida, Colorado; and branch offices in Salida, Buena Vista, Canon City, and Longmont, Colorado. High Country Bancorp, Inc. was founded in 1886 and is based in Salida, Colorado.",Common Stock,Ms. Nicole M. Stotler,7360 West Highway 50,Salida,81201,CO,United States,719 539 2516
KTRA,"Kintara Therapeutics, Inc.",NASDAQ,XNCM,Healthcare,Biotechnology,2,https://www.kintara.com,"Kintara Therapeutics, Inc., a clinical stage drug development company, focuses on developing and commercializing anti-cancer therapies to treat cancer patients. It is developing two late-stage, Phase III-ready therapeutics, including VAL-083, a DNA-targeting agent for the treatment of drug-resistant solid tumors, such as glioblastoma multiforme, as well as other solid tumors, including ovarian cancer, non-small cell lung cancer, and diffuse intrinsic pontine glioma; and REM-001, a late stage photodynamic therapy for the treatment of cutaneous metastatic breast cancer, basal cell carcinoma nevus syndrome, and access graft failure in hemodialysis patients. Kintara Therapeutics, Inc. has a strategic collaboration with Guangxi Wuzhou Pharmaceutical (Group) Co. Ltd. to manufacture and sell VAL-083 in China. The company was formerly known as DelMar Pharmaceuticals, Inc. and changed its name to Kintara Therapeutics, Inc. in August 2020. Kintara Therapeutics, Inc. was incorporated in 2009 and is headquartered in San Diego, California.",Common Stock,"Mr. Robert E. Hoffman B.B.A., CPA",9920 Pacific Heights Blvd,San Diego,92121,CA,United States,858 350 4364
SYPT,"Scrypt, Inc.",OTC,PINX,Technology,Software—Application,6,https://www.scrypt.com,"Scrypt, Inc. develops and provides document management and delivery solutions for regulated industries. It offers Sfax that enables users to cloud fax without printing a physical document; Stak, a healthcare document platform that transforms the workflow through a cloud-based environment; and DocbookMD, a messaging application for physicians. The company also provides XDOC, an electronic document management system that simplifies the mortgage lending process; and FaxAgent, a fax solution. It serves healthcare and lending clients, as well as service providers. The company was formerly known as SecureCare Technologies, Inc. and changed its name to Scrypt, Inc. in March 2014. Scrypt, Inc. is based in Austin, Texas.",Common Stock,,9050 North Capital of Texas Highway,Austin,78759,TX,United States,888-447-3707
APPEF,Appen Limited,OTC,PINX,Technology,Information Technology Services,992,https://www.appen.com,"Appen Limited operates as an AI lifecycle company that provides data sourcing, data annotation, and model evaluation solutions in Australia, the United States, and internationally. It operates through two segments, Global Services and New Markets. The company provides a platform for the AI data development process. Its platform provides data annotation, such as workflow management and collaboration, data organization, communication, and performance analysis; audio transcription; data collection and categorization; data monitoring; and dataset creation, model performance evaluation, fine-tuning, A/B testing for validation. It offers services including guidance, crowd management, project management, and customized professional services. It serves the healthcare, finance, retail, technology, automotive, media and entertainment, telecommunications and call center, and aerospace and defense industries. The company was formerly known as Appen Holdings Pty Limited and changed its name to Appen Limited in October 2014. Appen Limited was founded in 1996 and is headquartered in Chatswood, Australia.",Common Stock,Mr. Ryan  Kolln,9 Help Street,Chatswood,2067,NSW,Australia,61 2 9468 6300
AGRIW,AgriFORCE Growing Systems Ltd.,NASDAQ,XNCM,Consumer Defensive,Farm Products,15,https://agriforcegs.com,"AgriFORCE Growing Systems Ltd., an agriculture-focused technology company, focuses on the development and commercialization of plant-based ingredients and products that deliver healthier and nutritious solutions. The company operates in two divisions, AgriFORCE Solutions and AgriFORCE Brands. It also offers management advisory services and holds intellectual property, as well as engages in the real estate holding and development activities. The company was formerly known as Canivate Growing Systems Ltd. and changed its name to AgriFORCE Growing Systems Ltd. in November 2019. AgriFORCE Growing Systems Ltd. was incorporated in 2017 and is headquartered in Vancouver, Canada.",Common Stock,Mr. Richard S. Wong,2233 Columbia Street,Vancouver,V5Y 0M6,BC,Canada,604 757 0952
PSBD,Palmer Square Capital BDC Inc.,NYSE,XNYS,,,0,,,Common Stock,,,,,,United States,
RAMPF,Polaris Infrastructure Inc.,OTC,PINX,Utilities,Utilities - Renewable,235,https://www.polarisrei.com,"Polaris Renewable Energy Inc. engages in the acquisition, development, and operation of renewable energy projects in Latin America. It operates a 72 MW net geothermal facility in Nicaragua; and 4 run-of-river hydroelectric facilities in Peru and Ecuador with approximately 33 MW net capacity; and solar project in the Dominican Republic and Panama. The company was formerly known as Polaris Infrastructure Inc. and changed its name to Polaris Renewable Energy Inc. in July 2022. Polaris Renewable Energy Inc. was incorporated in 1984 and is headquartered in Toronto, Canada.",Common Stock,Mr. Marc  Murnaghan,7 St. Thomas Street,Toronto,M5S 2B7,ON,Canada,647 245 7199
FEERF,Freeport Resources Inc.,OTC,PSGM,Basic Materials,Other Industrial Metals & Mining,0,https://www.freeportresources.com,"Freeport Resources Inc., a junior mineral exploration company, engages in the exploration and evaluation of mineral properties in Papua New Guinea. The company holds a flagship property Yandera copper project located in Papua New Guinea. Freeport Resources Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.",Common Stock,Mr. Gordon Alan-James Friesen,750 West Pender Street,Vancouver,V6C 2T7,BC,Canada,236 334 1660
SPDE,Speedus Corp.,OTC,PINX,,,20,https://www.speedus.com,"Speedus Corp., through its subsidiaries, engages in the development of diagnostic decision support products and services for primary care physicians, pediatricians, cardiologists, and other healthcare professionals in the United States. The company offers computer-aided medical devices and telemedicine based delivery systems, including Zargis Cardioscan device, a non-invasive diagnostic support solution that automatically analyzes acoustical data from a patient to determine whether or not the patient possesses a suspected diastolic or systolic murmur; ZargisTelemed portal; and Signal X6 device, which records heart and lung sounds from six adhesive acoustic sensors. It also develops and markets ultra-high speed storage systems comprising JetX10 acceleration appliance, JetPod, and JetNode expansion chassis for server networks and other applications. In addition, the company offers local multipoint distribution service license, an FCC commercial operating license, which covers between 150300 MHz of spectrum in the New York City area. Further, it holds investments in a portfolio of marketable securities and in equity and debt instruments of non-publicly held companies. The company was formerly known as SPEEDUS.COM, Inc. and changed its name to Speedus Corp. in May 2002. Speedus Corp. was founded in 1995 and is based in Freehold, New Jersey.",Common Stock,,1 Dag Hammarskjold Boulevard,Freehold,07728,NJ,United States,888-773-3669
TXHG,"TX Holdings, Inc.",OTC,PINX,Industrials,Industrial Distribution,4,https://www.txholdings.com,"TX Rail Products, Inc supplies, distributes, and sells drill bits, related tools, and other mining supplies and rail products to coal mining companies in the United States. It distributes and sells drill steel mining products, such as drill bit products and accessories used for hard and soft rock mining operations; tungsten carbide drill bits and augurs; and related accessories and tools. The company also offers tee rails for use in railroad tracks for the transportation of coal by coal mine operators; steel ties for use in securing rail; switches; and related accessories and tools. It sells its products through independent sales agents to resellers; and directly to coal mine operators. The company was formerly known as TX Holdings, Inc. and changed its name to TX Rail Products, Inc in January 2024. TX Rail Products, Inc was incorporated in 2000 and is headquartered in Ashland, Kentucky.",Common Stock,Mr. William L. Shrewsbury,12080 Virginia Boulevard,Ashland,41102,KY,United States,606-929-5655
PTOVF,Proto Corp.,OTC,PINX,Communication Services,Internet Content & Information,1468,https://www.proto-g.co.jp,"Proto Corporation provides automobile-related information services on new and used cars, parts, and supplies. It offers distribution of automobile newspapers. The company was founded in 1977 and is headquartered in Nagoya, Japan.",Common Stock,,1-23-14 Proto Aoi Building,Nagoya,460-0006,,Japan,81 52 934 2000
FULT,Fulton Financial Corp,NASDAQ,XNGS,Financial Services,Banks—Regional,3300,https://www.fultonbank.com,"Fulton Financial Corporation operates as a financial holding company that provides consumer and commercial banking products and services in Pennsylvania, Delaware, Maryland, New Jersey, and Virginia. It accepts various checking accounts and savings deposit products, certificates of deposit, and individual retirement accounts. The company also offers consumer loans products, including home equity loans and lines of credit, automobile loans, personal lines of credit, and checking account overdraft protection; construction and jumbo residential mortgage loans; and commercial lending products comprising commercial real estate, commercial and industrial, and construction loans, as well as equipment lease financing loans. In addition, it provides letters of credit, cash management services, and traditional deposit products; and wealth management services, including investment management, trust, brokerage, insurance, and investment advisory services. Further, the company owns trust preferred securities; and sells various life insurance products. It provides its products and services through financial center offices, as well as through a network of automated teller machines, telephone banking, mobile banking, and online banking. Fulton Financial Corporation was founded in 1882 and is headquartered in Lancaster, Pennsylvania.",Common Stock,Mr. Curtis J. Myers,One Penn Square,Lancaster,17604,PA,United States,717 291 2411
ITMTF,"Intertainment Media, Inc.",OTC,PSGM,,,0,,,Common Stock,,,,,,United States,
DECK,Deckers Outdoor Corp,NYSE,XNYS,Consumer Cyclical,Footwear & Accessories,4200,https://www.deckers.com,"Deckers Outdoor Corporation, together with its subsidiaries, designs, markets, and distributes footwear, apparel, and accessories for casual lifestyle use and high-performance activities in the United States and internationally. The company offers premium footwear, apparel, and accessories under the UGG brand name; footwear and apparel for ultra-runners and athletes under the Hoka brand; and sandals, shoes, and boots under the Teva brand name. It also provides relaxed casual shoes and sandals under the Sanuk brand name; and casual footwear fashion line under the Koolaburra brand. The company sells its products through domestic and international retailers; international distributors; and directly to its consumers through its direct-to-consumer business, which includes e-commerce websites and retail stores. Deckers Outdoor Corporation was founded in 1973 and is headquartered in Goleta, California.",Common Stock,Mr. David  Powers,250 Coromar Drive,Goleta,93117,CA,United States,805 967 7611
EMGDF,EMINENT GOLD CORP.,OTC,PINX,Basic Materials,Other Industrial Metals & Mining,0,https://eminentgoldcorp.com,"Eminent Gold Corp., gold exploration company, engages in the exploration and evaluation of resource properties in the United States. The company holds an option agreement to acquire 100% interests in the Hot Springs property comprising 168 unpatented mining claims covering approximately 1,375 hectares located in Humboldt County, Nevada; the Weepah property situated in Esmeralda County, Nevada; the Spanish Moon property that consists of 212 federal lode mining claims on National Forest land, as well as 2 patented lode claims covering an area of totaling 1790 hectares located in Nye County, Nevada; and the Gilbert South property which consists of 129 unpatented claims covering an area of totaling 1,050 hectares located to the west of Tonopah, Nevada. It also has an option to acquire an 87.25% interest in the Barcelona property. The company was formerly known as Navy Resources Corp. and changed its name to Eminent Gold Corp. in February 2021. Eminent Gold Corp. was incorporated in 2011 and is based in Burnaby, Canada.",Common Stock,"Mr. Paul  Sun C.F.A., M.B.A., P.Eng.",3849 Thurston Street,Burnaby,V5H 1H9,BC,Canada,312-539-0843
SMFRF,"Sumitomo Forestry Co., Ltd.",OTC,PSGM,Consumer Cyclical,Residential Construction,21948,https://sfc.jp,"Sumitomo Forestry Co., Ltd. engages in the timber and building materials, housing, lifestyle services, global housing, construction and real estate, and environment and resources businesses in Japan, the United States, and internationally. The company's Timber and Building Materials segment procures, manufactures, processes, and sells timber and building materials, such as interior fittings, plywood, medium density fiberboard, particle board, laminated veneer lumber, and other timber and building materials. Its Housing segment is involved in the construction, maintenance, and renovation of detached houses and apartment buildings; lease, management, purchase, sale, and brokerage of real estate; and house exterior services, greening works, CAD work, site surveys, and landscaping contracting works. The company's Global Housing, Construction, and Real Estate segment sells single family homes and condomoniums; constructs detached houses; and develops multi-family housing and commercial complexes. Its Environment and Resources segment engages in the forestation and forest asset management, and power generation business in the field of renewable energy. The company's Lifestyle services segment provides private nursing homes and in-home care services, private-pay elderly care facilities and insurance agency business; and manufacture and sale of gardening and farming products. Sumitomo Forestry Co., Ltd. was founded in 1691 and is headquartered in Tokyo, Japan.",Common Stock,,"Keidanren Kaikan, 3-2",Tokyo,100-8270,,Japan,81 3 3214 2270
RSVNS,RSE ARCHIVE LLC,OTC,PSGM,,,0,https://www.rallyrd.com,"RSE Archive, LLC operates a platform for buying and selling equity shares in collectible assets. Its asset portfolio includes memorabilia, books and arts, cars, watches, luxury products, and wine and whisky. The company was incorporated in 2019 and is based in New York, New York.",Common Stock,,250 Lafayette Street,New York,10012,NY,United States,347-952-8058
BLPEF,BMO LADDERED PREFERRED SHS IDX ETF,OTC,PINX,,,0,,,Common Stock,,,,,,United States,
TOIPF,"Thai Oil Public Co., Ltd.",OTC,PINX,Energy,Oil & Gas Refining & Marketing,0,https://www.thaioilgroup.com,"Thai Oil Public Company Limited, together with its subsidiaries, engages in the oil refining, petrochemicals, lube base oil, and other businesses in Thailand and internationally. It operates through Oil Refinery, Lube Base Oil Refinery, Aromatics and LAB, Power Generation, Solvent, Ethanol, Olefins, and Others segments. The company produces gasoline, diesel/gas oil, jet fuel, kerosene, fuel oil, and liquefied petroleum gas; and petrochemical products, such as paraxylene, benzene, toluene, and mixed xylenes. It also produces and distributes lube base oil, bitumen/asphalt, and other by-products, as well as special products, such as treated distillate aromatics extract, and slack wax; and hydrocarbon and chemical solvents, and other chemicals. In addition, the company operates natural gas-fired combined-cycle co-generation power plants that generate and sell electricity, steam, and utilities to companies and industrial users, as well as invests in other power generating companies and related business. Further, it is involved in the production of ethanol; and manufacture and sale of linear alkyl benzene for use in the production of detergents and cleaning products; and provision of human resource management services. The company was founded in 1961 and is headquartered in Bangkok, Thailand.",Common Stock,Mr. Bandhit  Thamprajamchit,555/1 Energy Complex Building A,Bangkok,10900,,Thailand,66 2 797 2999
IPDQF,Impedimed Ltd,OTC,PINX,Healthcare,Medical Devices,76,https://www.impedimed.com,"ImpediMed Limited, a medical technology company, develops, manufactures, and sells bioimpedance spectroscopy (BIS) devices and software services in Australia, North America, and internationally. The company offers SOZO, a noninvasive BIS device for the assessment of lymphedema, and deliver snapshot of fluid status and tissue composition; SFB7, a single-channel, tetrapolar BIS device to analyze body composition in healthy individuals; and ImpediVET, a single-channel, tetrapolar (BIS) device that measures fluid status and tissue composition for veterinary applications. It sells its devices to hospitals and clinics. The company was incorporated in 1999 and is headquartered in Pinkenba, Australia.",Common Stock,Dr. Parmjot  Bains M.D.,50 Parker Court,Pinkenba,4008,QLD,Australia,61 7 3860 3700
KRUS,Kura Sushi USA Inc,NASDAQ,XNMS,Consumer Cyclical,Restaurants,3219,https://www.kurasushi.com,"Kura Sushi USA, Inc. operates technology-enabled Japanese restaurants in the United States. The company was formerly known as Kula Sushi USA, Inc. and changed its name to Kura Sushi USA, Inc. in October 2017. The company was founded in 2008 and is headquartered in Irvine, California. Kura Sushi USA, Inc. is a subsidiary of Kura Sushi, Inc.",Common Stock,Mr. Hajime  Uba,17461 Derian Avenue,Irvine,92614,CA,United States,657 333 4100
TOP,TOP Financial Group Limited,NASDAQ,XNCM,Financial Services,Capital Markets,11,https://www.zyfgl.com,"TOP Financial Group Limited, through its subsidiaries, operates as an online brokerage company in Hong Kong. It is involved in the trading of local and overseas equities, futures, and options products; and the provision of brokerage and value-added services, including trade order placement and execution, account management, and customer support services. The company provides a range of futures products, such as index futures, forex futures, agricultural product futures, energy futures, and precious metal futures. It also offers stock brokerage, options brokerage, consulting services, currency exchange services, structured note subscriber services, and margin financing services. The company was formerly known as Zhong Yang Financial Group Limited and changed its name to TOP Financial Group Limited in July 2022. TOP Financial Group Limited was founded in 2015 and is based in Hong Kong, Hong Kong. TOP Financial Group Limited is a subsidiary of Zhong Yang Holdings (BVI) Limited.",Common Stock,Mr. Ka Fai Yuen,118 Connaught Road West,Hong Kong,,,Hong Kong,852 3107 0731
TROLB,"Tootsie Roll Industries, Inc.",OTC,PINX,Consumer Defensive,Confectioners,2300,https://www.tootsie.com,"Tootsie Roll Industries, Inc., together with its subsidiaries, engages in the manufacture and sale of confectionery products in the United States, Canada, Mexico, and internationally. It sells its products under the Tootsie Roll, Tootsie Fruit Rolls, Frooties, Tootsie Pops, Tootsie Mini Pops, Child's Play, Caramel Apple Pops, Charms, Blow-Pop, Charms Mini Pops, Cella's, Dots, Junior Mints, Charleston Chew, Sugar Daddy, Sugar Babies, Andes, Fluffy Stuff, Dubble Bubble, Razzles, Cry Baby, NIK-L-NIP, and Tutsi Pop trademarks. The company sells its products directly to wholesale distributors of candy, and food and groceries; and supermarkets, variety stores, dollar stores, chain grocers, drug chains, discount chains, cooperative grocery associations, mass merchandisers, warehouse and membership club stores, vending machine operators, e-commerce merchants, the United States military, and fund-raising charitable organizations, as well as through food and grocery brokers. Tootsie Roll Industries, Inc. was founded in 1896 and is headquartered in Chicago, Illinois.",Common Stock,Ms. Ellen R. Gordon,7401 South Cicero Avenue,Chicago,60629,IL,United States,773 838 3400
URGYF,"Academy Metals, Inc.",OTC,PSGM,Basic Materials,Gold,0,https://www.bedfordmetals.com,"Bedford Metals Corp., an exploration stage company, engages in the acquisition, exploration, and development of mineral exploration properties in Canada. It holds a 100% interest in the Margurete Gold Project; Hewitt Point Project that covers an area of 530 hectares; Enid Project, which covers an area of 739 hectares; and Loughborough Claims that comprises 739 hectares of mineral claims located in the Phillips Arm gold camp, Vancouver. The company was formerly known as Academy Metals Inc. and changed its name to Bedford Metals Corp. in October 2022. Bedford Metals Corp. was incorporated in 2006 and is headquartered in Vancouver, Canada.",Common Stock,Dr. Peter  Born P.Geo.,885 West Pender Street,Vancouver,V6C 3E8,BC,Canada,604-691-6100
ADNWW,"Advent Technologies Holdings, Inc.",NASDAQ,XNCM,Utilities,Utilities—Renewable,175,https://www.advent.energy,"Advent Technologies Holdings, Inc., an advanced materials and technology development company, operates in the fuel cell and hydrogen technology markets in North America, Europe, and Asia. It develops, manufactures, and assembles fuel cell systems and critical components that determine the performance of hydrogen fuel cells and other energy systems. The company offers high-temperature proton exchange membrane (HT-PEM) fuel cells, including membrane electrode assemblies, bipolar plates, and reformers, as well as provides fuel-cell stack assembly and testing services. It serves stationary power, portable power, automotive, aviation, energy storage, and sensor markets. The company is headquartered in Boston, Massachusetts.",Common Stock,Dr. Vassilios  Gregoriou Ph.D.,500 Rutherford Avenue,Boston,02129,MA,United States,617 655 6000
