valuations_metrics,financials,stock_statistics,stock_price_summary,dividends_and_splits,symbol,name,currency,exchange,mic_code,exchange_timezone
"{'market_capitalization': 568962711552, 'enterprise_value': 550416809984, 'trailing_pe': 41.450115, 'forward_pe': 42.94471, 'peg_ratio': 42.94471, 'price_to_sales_ttm': 5.879354, 'price_to_book_mrq': 9.084667, 'enterprise_to_revenue': 5.688, 'enterprise_to_ebitda': 40.597}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.15496999, 'operating_margin': 0.08201, 'return_on_assets_ttm': 0.058819998, 'return_on_equity_ttm': 0.27348, 'income_statement': {'revenue_ttm': 96772997120, 'revenue_per_share_ttm': 30.489, 'quarterly_revenue_growth': 0.035, 'gross_profit_ttm': 17660000000, 'ebitda': 14796000000, 'net_income_to_common_ttm': 14999000064, 'diluted_eps_ttm': 4.31, 'quarterly_earnings_growth_yoy': 1.15}, 'balance_sheet': {'total_cash_mrq': 29094000640, 'total_cash_per_share_mrq': 9.135, 'total_debt_mrq': 9573000192, 'total_debt_to_equity_mrq': 15.05, 'current_ratio_mrq': 1.726, 'book_value_per_share_mrq': 19.665}, 'cash_flow': {'operating_cash_flow_ttm': 13255999488, 'levered_free_cash_flow_ttm': 2230374912}}","{'shares_outstanding': 3184790016, 'float_shares': 2762232423, 'avg_10_volume': 103092510, 'avg_90_volume': 106984067, 'shares_short': 88650365, 'short_ratio': 0.8, 'short_percent_of_shares_outstanding': 0.032, 'percent_held_by_insiders': 0.13, 'percent_held_by_institutions': 0.45744}","{'fifty_two_week_low': 152.37, 'fifty_two_week_high': 299.29, 'fifty_two_week_change': 2.564, 'beta': 2.415, 'day_50_ma': 206.8204, 'day_200_ma': 234.92496}","{'forward_annual_dividend_rate': None, 'forward_annual_dividend_yield': None, 'trailing_annual_dividend_rate': 0, 'trailing_annual_dividend_yield': 0, '5_year_average_dividend_yield': None, 'payout_ratio': 0, 'dividend_date': None, 'ex_dividend_date': None, 'last_split_factor': '3-for-1 split', 'last_split_date': '2022-08-25'}",TSLA,Tesla Inc,USD,NASDAQ,XNGS,America/New_York
"{'market_capitalization': 571565539328, 'enterprise_value': 562486444032, 'trailing_pe': 32.057602, 'forward_pe': 24.933693, 'peg_ratio': 24.933693, 'price_to_sales_ttm': 17.137882, 'price_to_book_mrq': 14.650661, 'enterprise_to_revenue': 16.866, 'enterprise_to_ebitda': 24.015}","{'fiscal_year_ends': '2021-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.53923, 'operating_margin': 0.69064003, 'return_on_assets_ttm': 0.15878999, 'return_on_equity_ttm': 0.46921003, 'income_statement': {'revenue_ttm': 33351000064, 'revenue_per_share_ttm': 16.386, 'quarterly_revenue_growth': 0.088, 'gross_profit_ttm': 26086000000, 'ebitda': 23422000000, 'net_income_to_common_ttm': 17699999744, 'diluted_eps_ttm': 8.68, 'quarterly_earnings_growth_yoy': 0.17}, 'balance_sheet': {'total_cash_mrq': 18595999744, 'total_cash_per_share_mrq': 9.261, 'total_debt_mrq': 20703000576, 'total_debt_to_equity_mrq': 52.105, 'current_ratio_mrq': 1.446, 'book_value_per_share_mrq': 18.993}, 'cash_flow': {'operating_cash_flow_ttm': 20198000640, 'levered_free_cash_flow_ttm': 15171125248}}","{'shares_outstanding': 1581590016, 'float_shares': 1571351752, 'avg_10_volume': 5040880, 'avg_90_volume': 5416173, 'shares_short': 34179648, 'short_ratio': 5.98, 'short_percent_of_shares_outstanding': 0.0216, 'percent_held_by_insiders': 0.00629, 'percent_held_by_institutions': 0.97924006}","{'fifty_two_week_low': 208.76, 'fifty_two_week_high': 286.13, 'fifty_two_week_change': 22.989, 'beta': 0.962, 'day_50_ma': 272.5204, 'day_200_ma': 248.01575}","{'forward_annual_dividend_rate': 2.08, 'forward_annual_dividend_yield': 0.007411894665573887, 'trailing_annual_dividend_rate': 1.94, 'trailing_annual_dividend_yield': 0.006913017140006414, '5_year_average_dividend_yield': 0.64, 'payout_ratio': 0.21540001, 'dividend_date': '2024-03-01', 'ex_dividend_date': '2024-02-08', 'last_split_factor': '4-for-1 split', 'last_split_date': '2015-03-19'}",V,Visa Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 606562025472, 'enterprise_value': 88513326396, 'trailing_pe': 49.97059, 'forward_pe': 34.32323, 'peg_ratio': 34.32323, 'price_to_sales_ttm': 2.6115537, 'price_to_book_mrq': 5.6865535, 'enterprise_to_revenue': 2.595, 'enterprise_to_ebitda': 5.489}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.36029997, 'operating_margin': 0.42786, 'return_on_assets_ttm': 0.23389, 'return_on_equity_ttm': 0.88066, 'income_statement': {'revenue_ttm': 34107526825, 'revenue_per_share_ttm': 51.812, 'quarterly_revenue_growth': 0.37, 'gross_profit_ttm': 196496000000, 'ebitda': 115557000000, 'net_income_to_common_ttm': 12288848596, 'diluted_eps_ttm': 2.72, 'quarterly_earnings_growth_yoy': 0.616}, 'balance_sheet': {'total_cash_mrq': 4439275443, 'total_cash_per_share_mrq': 6.781, 'total_debt_mrq': 3965830968, 'total_debt_to_equity_mrq': 25.343, 'current_ratio_mrq': 0.823, 'book_value_per_share_mrq': 23.902}, 'cash_flow': {'operating_cash_flow_ttm': 15993140288, 'levered_free_cash_flow_ttm': 7944988717}}","{'shares_outstanding': 4462640128, 'float_shares': 3192936661, 'avg_10_volume': 6504090, 'avg_90_volume': 5871243, 'shares_short': 7517835, 'short_ratio': 0.91, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 4.0000003e-05, 'percent_held_by_institutions': 0.09278}","{'fifty_two_week_low': 86.96, 'fifty_two_week_high': 201.76, 'fifty_two_week_change': -5.574, 'beta': 0.175, 'day_50_ma': 113.4696, 'day_200_ma': 96.31162}","{'forward_annual_dividend_rate': 3.536, 'forward_annual_dividend_yield': 0.02655053311308004, 'trailing_annual_dividend_rate': 2.073, 'trailing_annual_dividend_yield': 0.015565400210241777, '5_year_average_dividend_yield': 1.65, 'payout_ratio': 0.3784, 'dividend_date': '2024-04-02', 'ex_dividend_date': '2024-03-22', 'last_split_factor': '2-for-1 split', 'last_split_date': '2023-09-20'}",NVO,Novo Nordisk A/S ,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 541135077376, 'enterprise_value': -121398607872, 'trailing_pe': 11.575478, 'forward_pe': 11.604075, 'peg_ratio': 11.604075, 'price_to_sales_ttm': 3.7061763, 'price_to_book_mrq': 1.7986251, 'enterprise_to_revenue': -0.831, 'enterprise_to_ebitda': None}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.33938, 'operating_margin': 0.36247003, 'return_on_assets_ttm': 0.01314, 'return_on_equity_ttm': 0.15979, 'income_statement': {'revenue_ttm': 146008997888, 'revenue_per_share_ttm': 49.687, 'quarterly_revenue_growth': 0.111, 'gross_profit_ttm': 0, 'ebitda': 0, 'net_income_to_common_ttm': 47759998976, 'diluted_eps_ttm': 16.23, 'quarterly_earnings_growth_yoy': -0.155}, 'balance_sheet': {'total_cash_mrq': 1421310033920, 'total_cash_per_share_mrq': 493.447, 'total_debt_mrq': 731371995136, 'total_debt_to_equity_mrq': 2.230622350801213, 'current_ratio_mrq': None, 'book_value_per_share_mrq': 104.452}, 'cash_flow': {'operating_cash_flow_ttm': 12974000128, 'levered_free_cash_flow_ttm': 47760000000}}","{'shares_outstanding': 2880369920, 'float_shares': 2861735494, 'avg_10_volume': 7092540, 'avg_90_volume': 7851480, 'shares_short': 19564313, 'short_ratio': 2.12, 'short_percent_of_shares_outstanding': 0.0068, 'percent_held_by_insiders': 0.0091, 'percent_held_by_institutions': 0.73212}","{'fifty_two_week_low': 123.11, 'fifty_two_week_high': 190.5, 'fifty_two_week_change': 29.495, 'beta': 1.127, 'day_50_ma': 175.1998, 'day_200_ma': 154.79695}","{'forward_annual_dividend_rate': 4.2, 'forward_annual_dividend_yield': 0.022150730446706398, 'trailing_annual_dividend_rate': 4.1, 'trailing_annual_dividend_yield': 0.021623332102737192, '5_year_average_dividend_yield': 2.85, 'payout_ratio': 0.2526, 'dividend_date': '2024-01-31', 'ex_dividend_date': '2024-01-04', 'last_split_factor': '3-for-2 split', 'last_split_date': '2000-06-12'}",JPM,JPMorgan Chase & Co,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 486066388992, 'enterprise_value': 545269186560, 'trailing_pe': 31.602095, 'forward_pe': 23.39535, 'peg_ratio': 23.39535, 'price_to_sales_ttm': 0.74995774, 'price_to_book_mrq': 5.808314, 'enterprise_to_revenue': 0.841, 'enterprise_to_ebitda': 14.03}","{'fiscal_year_ends': '2024-01-31', 'most_recent_quarter': '2024-01-31', 'profit_margin': 0.023929998, 'operating_margin': 0.041840002, 'return_on_assets_ttm': 0.06813, 'return_on_equity_ttm': 0.18641001, 'income_statement': {'revenue_ttm': 648125022208, 'revenue_per_share_ttm': 80.253, 'quarterly_revenue_growth': 0.057, 'gross_profit_ttm': 0, 'ebitda': 38864998400, 'net_income_to_common_ttm': 15511000064, 'diluted_eps_ttm': 1.91, 'quarterly_earnings_growth_yoy': -0.124}, 'balance_sheet': {'total_cash_mrq': 9866999808, 'total_cash_per_share_mrq': 1.223, 'total_debt_mrq': 61320998912, 'total_debt_to_equity_mrq': 67.705, 'current_ratio_mrq': 0.832, 'book_value_per_share_mrq': 10.392}, 'cash_flow': {'operating_cash_flow_ttm': 35726000128, 'levered_free_cash_flow_ttm': 6755624960}}","{'shares_outstanding': 8052789760, 'float_shares': 4321888500, 'avg_10_volume': 25219640, 'avg_90_volume': 23287217, 'shares_short': 38073996, 'short_ratio': 2.19, 'short_percent_of_shares_outstanding': 0.0089, 'percent_held_by_insiders': 0.46664003, 'percent_held_by_institutions': 0.35017}","{'fifty_two_week_low': 45.363, 'fifty_two_week_high': 61.07, 'fifty_two_week_change': 23.925, 'beta': 0.497, 'day_50_ma': 55.753334, 'day_200_ma': 53.413067}","{'forward_annual_dividend_rate': 2.28, 'forward_annual_dividend_yield': 0.038031693077564634, 'trailing_annual_dividend_rate': 2.28, 'trailing_annual_dividend_yield': 0.038031693077564634, '5_year_average_dividend_yield': 1.62, 'payout_ratio': 0.39720002, 'dividend_date': '2025-01-06', 'ex_dividend_date': '2024-03-14', 'last_split_factor': '3-for-1 split', 'last_split_date': '2024-02-26'}",WMT,Walmart Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 441403572224, 'enterprise_value': 489373597696, 'trailing_pe': 20.083054, 'forward_pe': 15.272089, 'peg_ratio': 15.272089, 'price_to_sales_ttm': 1.1877757, 'price_to_book_mrq': 4.984384, 'enterprise_to_revenue': 1.317, 'enterprise_to_ebitda': 13.93}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.060229998, 'operating_margin': 0.081429996, 'return_on_assets_ttm': 0.077870004, 'return_on_equity_ttm': 0.24985, 'income_statement': {'revenue_ttm': 371621986304, 'revenue_per_share_ttm': 400.455, 'quarterly_revenue_growth': 0.141, 'gross_profit_ttm': 90958000000, 'ebitda': 36330000000, 'net_income_to_common_ttm': 22381000704, 'diluted_eps_ttm': 23.84, 'quarterly_earnings_growth_yoy': 0.146}, 'balance_sheet': {'total_cash_mrq': 29628000256, 'total_cash_per_share_mrq': 32.137, 'total_debt_mrq': 67434999808, 'total_debt_to_equity_mrq': 68.172, 'current_ratio_mrq': 0.754, 'book_value_per_share_mrq': 96.056}, 'cash_flow': {'operating_cash_flow_ttm': 29067999232, 'levered_free_cash_flow_ttm': 19817000960}}","{'shares_outstanding': 921934016, 'float_shares': 918947042, 'avg_10_volume': 5350760, 'avg_90_volume': 4489983, 'shares_short': 6337428, 'short_ratio': 1.41, 'short_percent_of_shares_outstanding': 0.0069, 'percent_held_by_insiders': 0.00238, 'percent_held_by_institutions': 0.90314}","{'fifty_two_week_low': 445.68, 'fifty_two_week_high': 554.7, 'fifty_two_week_change': 3.289, 'beta': 0.546, 'day_50_ma': 515.2036, 'day_200_ma': 508.73386}","{'forward_annual_dividend_rate': 7.52, 'forward_annual_dividend_yield': 0.015800310963566835, 'trailing_annual_dividend_rate': 7.289999999999999, 'trailing_annual_dividend_yield': 0.015317056771861997, '5_year_average_dividend_yield': 1.37, 'payout_ratio': 0.3055, 'dividend_date': '2024-03-19', 'ex_dividend_date': '2024-03-08', 'last_split_factor': '2-for-1 split', 'last_split_date': '2005-05-31'}",UNH,UnitedHealth Group Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 436164362240, 'enterprise_value': 443508097024, 'trailing_pe': 39.521557, 'forward_pe': 27.879547, 'peg_ratio': 27.879547, 'price_to_sales_ttm': 17.37845, 'price_to_book_mrq': 63.053272, 'enterprise_to_revenue': 17.671, 'enterprise_to_ebitda': 28.902}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.44605, 'operating_margin': 0.56185, 'return_on_assets_ttm': 0.22399999, 'return_on_equity_ttm': 1.67414, 'income_statement': {'revenue_ttm': 25098000384, 'revenue_per_share_ttm': 26.587, 'quarterly_revenue_growth': 0.126, 'gross_profit_ttm': 19076000000, 'ebitda': 15422000000, 'net_income_to_common_ttm': 11194999808, 'diluted_eps_ttm': 11.83, 'quarterly_earnings_growth_yoy': 0.105}, 'balance_sheet': {'total_cash_mrq': 9180000256, 'total_cash_per_share_mrq': 9.84, 'total_debt_mrq': 16455999488, 'total_debt_to_equity_mrq': 235.187, 'current_ratio_mrq': 1.166, 'book_value_per_share_mrq': 7.415}, 'cash_flow': {'operating_cash_flow_ttm': 11980000256, 'levered_free_cash_flow_ttm': 11110875136}}","{'shares_outstanding': 925723008, 'float_shares': 924029031, 'avg_10_volume': 2191670, 'avg_90_volume': 2520420, 'shares_short': 4519284, 'short_ratio': 1.78, 'short_percent_of_shares_outstanding': 0.0055, 'percent_held_by_insiders': 0.110419996, 'percent_held_by_institutions': 0.78816}","{'fifty_two_week_low': 340.21, 'fifty_two_week_high': 479.14, 'fifty_two_week_change': 26.137, 'beta': 1.078, 'day_50_ma': 447.3552, 'day_200_ma': 408.69385}","{'forward_annual_dividend_rate': 2.64, 'forward_annual_dividend_yield': 0.005612483523959352, 'trailing_annual_dividend_rate': 2.3699999999999997, 'trailing_annual_dividend_yield': 0.005038479527190781, '5_year_average_dividend_yield': 0.51, 'payout_ratio': 0.1927, 'dividend_date': '2024-05-09', 'ex_dividend_date': '2024-04-08', 'last_split_factor': '10-for-1 split', 'last_split_date': '2014-01-22'}",MA,Mastercard Inc,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 426026991616, 'enterprise_value': 449933443072, 'trailing_pe': 12.077615, 'forward_pe': 11.337909, 'peg_ratio': 11.337909, 'price_to_sales_ttm': 1.2574363, 'price_to_book_mrq': 2.081863, 'enterprise_to_revenue': 1.328, 'enterprise_to_ebitda': 6.296}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.10629, 'operating_margin': 0.15728, 'return_on_assets_ttm': 0.08579001, 'return_on_equity_ttm': 0.18000999, 'income_statement': {'revenue_ttm': 338806013952, 'revenue_per_share_ttm': 83.615, 'quarterly_revenue_growth': -0.122, 'gross_profit_ttm': 84142000000, 'ebitda': 74273000000, 'net_income_to_common_ttm': 36010000384, 'diluted_eps_ttm': 8.89, 'quarterly_earnings_growth_yoy': -0.402}, 'balance_sheet': {'total_cash_mrq': 31538999296, 'total_cash_per_share_mrq': 7.949, 'total_debt_mrq': 47708999680, 'total_debt_to_equity_mrq': 22.447, 'current_ratio_mrq': 1.479, 'book_value_per_share_mrq': 51.574}, 'cash_flow': {'operating_cash_flow_ttm': 55368998912, 'levered_free_cash_flow_ttm': 26090874880}}","{'shares_outstanding': 3967840000, 'float_shares': 3951377753, 'avg_10_volume': 17028930, 'avg_90_volume': 18545543, 'shares_short': 96245177, 'short_ratio': 5.04, 'short_percent_of_shares_outstanding': 0.024300002, 'percent_held_by_insiders': 0.00063, 'percent_held_by_institutions': 0.62888}","{'fifty_two_week_low': 95.77, 'fifty_two_week_high': 120.7, 'fifty_two_week_change': -0.611, 'beta': 0.947, 'day_50_ma': 102.066, 'day_200_ma': 105.90485}","{'forward_annual_dividend_rate': 3.8, 'forward_annual_dividend_yield': 0.03540482623683965, 'trailing_annual_dividend_rate': 3.72, 'trailing_annual_dividend_yield': 0.03465946147395882, '5_year_average_dividend_yield': 5.21, 'payout_ratio': 0.4139, 'dividend_date': '2024-03-11', 'ex_dividend_date': '2024-02-13', 'last_split_factor': '2-for-1 split', 'last_split_date': '2001-07-19'}",XOM,Exxon Mobil Corp,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 413289644032, 'enterprise_value': 447604860085, 'trailing_pe': 48.311348, 'forward_pe': 34.61302, 'peg_ratio': 34.61302, 'price_to_sales_ttm': 14.996812, 'price_to_book_mrq': 30.631708, 'enterprise_to_revenue': 14.879, 'enterprise_to_ebitda': 42.278}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.28445, 'operating_margin': 0.33051, 'return_on_assets_ttm': 0.14822, 'return_on_equity_ttm': 0.70421, 'income_statement': {'revenue_ttm': 30082858984, 'revenue_per_share_ttm': 1.259658, 'quarterly_revenue_growth': 0.125, 'gross_profit_ttm': 14136100000, 'ebitda': 9976000000, 'net_income_to_common_ttm': 8557052469, 'diluted_eps_ttm': 21.68, 'quarterly_earnings_growth_yoy': 0.128}, 'balance_sheet': {'total_cash_mrq': 7652225404, 'total_cash_per_share_mrq': 17.818, 'total_debt_mrq': 5445883065, 'total_debt_to_equity_mrq': 37.086, 'current_ratio_mrq': 1.499, 'book_value_per_share_mrq': 34.193}, 'cash_flow': {'operating_cash_flow_ttm': 5942015649, 'levered_free_cash_flow_ttm': 1698857114}}","{'shares_outstanding': 394590016, 'float_shares': 392941747, 'avg_10_volume': 1092940, 'avg_90_volume': 1232683, 'shares_short': 979314, 'short_ratio': 0.54, 'short_percent_of_shares_outstanding': None, 'percent_held_by_insiders': 2.0000001e-05, 'percent_held_by_institutions': 0.19434999}","{'fifty_two_week_low': 564, 'fifty_two_week_high': 1056.34, 'fifty_two_week_change': 41.725, 'beta': 1.127, 'day_50_ma': 846.2998, 'day_200_ma': 713.72095}","{'forward_annual_dividend_rate': 6.224, 'forward_annual_dividend_yield': 0.006037209104063012, 'trailing_annual_dividend_rate': 6.557, 'trailing_annual_dividend_yield': 0.006360215310948131, '5_year_average_dividend_yield': 0.87, 'payout_ratio': 0.29860002, 'dividend_date': '2024-05-07', 'ex_dividend_date': '2024-04-26', 'last_split_factor': '8-for-9 split', 'last_split_date': '2007-10-01'}",ASML,ASML Holding NV,USD,NASDAQ,XNGS,America/New_York
"{'market_capitalization': 382681284608, 'enterprise_value': 390185844736, 'trailing_pe': 30.551924, 'forward_pe': 14.390398, 'peg_ratio': 14.390398, 'price_to_sales_ttm': 4.4937267, 'price_to_book_mrq': 5.5603385, 'enterprise_to_revenue': 4.582, 'enterprise_to_ebitda': 12.682}","{'fiscal_year_ends': '2023-12-31', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.41279, 'operating_margin': 0.22108, 'return_on_assets_ttm': 0.08334, 'return_on_equity_ttm': 0.18308, 'income_statement': {'revenue_ttm': 85159002112, 'revenue_per_share_ttm': 33.613, 'quarterly_revenue_growth': 0.073, 'gross_profit_ttm': 58606000000, 'ebitda': 33911000000, 'net_income_to_common_ttm': 13326000128, 'diluted_eps_ttm': 5.2, 'quarterly_earnings_growth_yoy': 0.15}, 'balance_sheet': {'total_cash_mrq': 22926999552, 'total_cash_per_share_mrq': 9.518, 'total_debt_mrq': 30432000000, 'total_debt_to_equity_mrq': 44.249, 'current_ratio_mrq': 1.156, 'book_value_per_share_mrq': 28.572}, 'cash_flow': {'operating_cash_flow_ttm': 22791000064, 'levered_free_cash_flow_ttm': 19789500416}}","{'shares_outstanding': 2408770048, 'float_shares': 2399830702, 'avg_10_volume': 6664830, 'avg_90_volume': 7491920, 'shares_short': 10964520, 'short_ratio': 1.46, 'short_percent_of_shares_outstanding': 0.0046, 'percent_held_by_insiders': 0.00093000004, 'percent_held_by_institutions': 0.71279997}","{'fifty_two_week_low': 144.95, 'fifty_two_week_high': 175.97, 'fifty_two_week_change': 4.672, 'beta': 0.531, 'day_50_ma': 159.2602, 'day_200_ma': 159.4028}","{'forward_annual_dividend_rate': 4.76, 'forward_annual_dividend_yield': 0.02996726265424326, 'trailing_annual_dividend_rate': 4.76, 'trailing_annual_dividend_yield': 0.02996726265424326, '5_year_average_dividend_yield': 2.66, 'payout_ratio': 0.90379995, 'dividend_date': '2024-03-05', 'ex_dividend_date': '2024-02-16', 'last_split_factor': '2-for-1 split', 'last_split_date': '2001-06-13'}",JNJ,Johnson & Johnson,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 374765912064, 'enterprise_value': 421644042240, 'trailing_pe': 24.937084, 'forward_pe': 22.862782, 'peg_ratio': 22.862782, 'price_to_sales_ttm': 2.454761, 'price_to_book_mrq': 357.59735, 'enterprise_to_revenue': 2.762, 'enterprise_to_ebitda': 16.909}","{'fiscal_year_ends': '2024-01-28', 'most_recent_quarter': '2024-01-31', 'profit_margin': 0.09919, 'operating_margin': 0.1191, 'return_on_assets_ttm': 0.17723, 'return_on_equity_ttm': 11.621639, 'income_statement': {'revenue_ttm': 152668995584, 'revenue_per_share_ttm': 152.822, 'quarterly_revenue_growth': -0.029, 'gross_profit_ttm': 0, 'ebitda': 24935999488, 'net_income_to_common_ttm': 15143000064, 'diluted_eps_ttm': 15.1, 'quarterly_earnings_growth_yoy': -0.167}, 'balance_sheet': {'total_cash_mrq': 3760000000, 'total_cash_per_share_mrq': 3.794, 'total_debt_mrq': 52243001344, 'total_debt_to_equity_mrq': 5004.119, 'current_ratio_mrq': 1.352, 'book_value_per_share_mrq': 1.053}, 'cash_flow': {'operating_cash_flow_ttm': 21172000768, 'levered_free_cash_flow_ttm': 15104249856}}","{'shares_outstanding': 995262016, 'float_shares': 987571140, 'avg_10_volume': 2847270, 'avg_90_volume': 2982140, 'shares_short': 10924942, 'short_ratio': 3.64, 'short_percent_of_shares_outstanding': 0.011, 'percent_held_by_insiders': 0.00077, 'percent_held_by_institutions': 0.72208}","{'fifty_two_week_low': 274.26, 'fifty_two_week_high': 385.1, 'fifty_two_week_change': 23.791, 'beta': 0.99, 'day_50_ma': 358.9724, 'day_200_ma': 323.1498}","{'forward_annual_dividend_rate': 9, 'forward_annual_dividend_yield': 0.023956558773424192, 'trailing_annual_dividend_rate': 8.52, 'trailing_annual_dividend_yield': 0.022678875638841564, '5_year_average_dividend_yield': 2.29, 'payout_ratio': 0.5533, 'dividend_date': '2024-03-21', 'ex_dividend_date': '2024-03-06', 'last_split_factor': '3-for-2 split', 'last_split_date': '1999-12-31'}",HD,Home Depot Inc-The,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 377942048768, 'enterprise_value': 404867252224, 'trailing_pe': 26.859531, 'forward_pe': 23.077585, 'peg_ratio': 23.077585, 'price_to_sales_ttm': 4.5029016, 'price_to_book_mrq': 7.9193373, 'enterprise_to_revenue': 4.824, 'enterprise_to_ebitda': 17.069}","{'fiscal_year_ends': '2023-06-30', 'most_recent_quarter': '2023-12-31', 'profit_margin': 0.17596, 'operating_margin': 0.27419, 'return_on_assets_ttm': 0.109560005, 'return_on_equity_ttm': 0.31777, 'income_statement': {'revenue_ttm': 83933003776, 'revenue_per_share_ttm': 35.567, 'quarterly_revenue_growth': 0.032, 'gross_profit_ttm': 39246000000, 'ebitda': 23916000000, 'net_income_to_common_ttm': 14488000512, 'diluted_eps_ttm': 5.98, 'quarterly_earnings_growth_yoy': -0.118}, 'balance_sheet': {'total_cash_mrq': 7889999872, 'total_cash_per_share_mrq': 3.353, 'total_debt_mrq': 33712001024, 'total_debt_to_equity_mrq': 69.042, 'current_ratio_mrq': 0.643, 'book_value_per_share_mrq': 20.282}, 'cash_flow': {'operating_cash_flow_ttm': 19207999488, 'levered_free_cash_flow_ttm': 13341500416}}","{'shares_outstanding': 2353019904, 'float_shares': 2347514985, 'avg_10_volume': 4937020, 'avg_90_volume': 6406063, 'shares_short': 17392929, 'short_ratio': 2.14, 'short_percent_of_shares_outstanding': 0.0074, 'percent_held_by_insiders': 0.00093000004, 'percent_held_by_institutions': 0.676}","{'fifty_two_week_low': 136.35, 'fifty_two_week_high': 161.74, 'fifty_two_week_change': 13.559, 'beta': 0.43, 'day_50_ma': 154.253, 'day_200_ma': 151.0445}","{'forward_annual_dividend_rate': 3.764, 'forward_annual_dividend_yield': 0.023708742756361804, 'trailing_annual_dividend_rate': 3.764, 'trailing_annual_dividend_yield': 0.023708742756361804, '5_year_average_dividend_yield': 2.44, 'payout_ratio': 0.6257, 'dividend_date': '2024-02-15', 'ex_dividend_date': '2024-01-18', 'last_split_factor': '2-for-1 split', 'last_split_date': '2004-06-21'}",PG,Procter & Gamble Co-The,USD,NYSE,XNYS,America/New_York
"{'market_capitalization': 348588277760, 'enterprise_value': 340071612416, 'trailing_pe': 53.47788, 'forward_pe': 45.673836, 'peg_ratio': 45.673836, 'price_to_sales_ttm': 1.4190329, 'price_to_book_mrq': 13.333617, 'enterprise_to_revenue': 1.384, 'enterprise_to_ebitda': 31.288}","{'fiscal_year_ends': '2023-09-03', 'most_recent_quarter': '2023-11-30', 'profit_margin': 0.026530001, 'operating_margin': 0.03433, 'return_on_assets_ttm': 0.07816, 'return_on_equity_ttm': 0.27369, 'income_statement': {'revenue_ttm': 245651996672, 'revenue_per_share_ttm': 553.455, 'quarterly_revenue_growth': 0.062, 'gross_profit_ttm': 29704000000, 'ebitda': 11077000000, 'net_income_to_common_ttm': 6517000192, 'diluted_eps_ttm': 14.69, 'quarterly_earnings_growth_yoy': 0.165}, 'balance_sheet': {'total_cash_mrq': 17863999488, 'total_cash_per_share_mrq': 40.259, 'total_debt_mrq': 9347000320, 'total_debt_to_equity_mrq': 35.748, 'current_ratio_mrq': 1.09, 'book_value_per_share_mrq': 58.918}, 'cash_flow': {'operating_cash_flow_ttm': 13109000192, 'levered_free_cash_flow_ttm': 6952750080}}","{'shares_outstanding': 443728000, 'float_shares': 441185852, 'avg_10_volume': 2186800, 'avg_90_volume': 2003443, 'shares_short': 6321911, 'short_ratio': 3.24, 'short_percent_of_shares_outstanding': 0.0143, 'percent_held_by_insiders': 0.0019400001, 'percent_held_by_institutions': 0.72195}","{'fifty_two_week_low': 466.8, 'fifty_two_week_high': 787.08, 'fifty_two_week_change': 36.726, 'beta': 0.765, 'day_50_ma': 702.4136, 'day_200_ma': 594.2173}","{'forward_annual_dividend_rate': 4.08, 'forward_annual_dividend_yield': 0.005479047128510574, 'trailing_annual_dividend_rate': 19.08, 'trailing_annual_dividend_yield': 0.02562260274803474, '5_year_average_dividend_yield': 0.74, 'payout_ratio': 0.2699, 'dividend_date': '2024-02-16', 'ex_dividend_date': '2024-02-01', 'last_split_factor': '2-for-1 split', 'last_split_date': '2000-01-14'}",COST,Costco Wholesale Corp,USD,NASDAQ,XNGS,America/New_York
