fiscal_date,end_cash_position,income_tax_paid,interest_paid,free_cash_flow,operating_activities.net_income,operating_activities.depreciation,operating_activities.deferred_taxes,operating_activities.stock_based_compensation,operating_activities.other_non_cash_items,operating_activities.accounts_receivable,operating_activities.accounts_payable,operating_activities.other_assets_liabilities,operating_activities.operating_cash_flow,investing_activities.capital_expenditures,investing_activities.net_intangibles,investing_activities.net_acquisitions,investing_activities.purchase_of_investments,investing_activities.sale_of_investments,investing_activities.other_investing_activity,investing_activities.investing_cash_flow,financing_activities.long_term_debt_issuance,financing_activities.long_term_debt_payments,financing_activities.short_term_debt_issuance,financing_activities.common_stock_issuance,financing_activities.common_stock_repurchase,financing_activities.common_dividends,financing_activities.other_financing_charges,financing_activities.financing_cash_flow,symbol,name,currency,exchange,mic_code,exchange_timezone,period
2021-03-31,8349904,,,-6402875,-6718991,2489178,,537107,770318,-641059,-1572176.0,-702635,-5838258,-52981,,-11132772.0,-350000,3180000,,-8355753,10299183,-2363182,,10380689,,,-2409279,15907411,DRKOF,Martello Technologies Group Inc.,CAD,OTC,PSGM,America/New_York,Annual
2022-03-31,4853218,,,-4666476,-8226972,2310004,,592826,1087190,631459,,323886,-3281607,-14342,,0.0,0,0,,-14342,0,-751842,,2487000,,,-529720,1205438,DRKOF,Martello Technologies Group Inc.,CAD,OTC,PSGM,America/New_York,Annual
2023-03-31,2117652,,,-4858278,-25327945,1905950,,233468,-95665,-489874,,-211318,-23985384,-9791,,,-100000,170000,,60209,4073446,-5278337,,3300000,,,-70938,2024171,DRKOF,Martello Technologies Group Inc.,CAD,OTC,PSGM,America/New_York,Annual
2020-12-31,315937000,53015000,711000,145307000,124664000,22509000,-2423000,14394000,,,6076000,-328000,164892000,-15088000,,0,-21089000,1935000,281000.0,-33961000,,-60000000,0,,-57029000,,-2413000,-119442000,USNA,USANA Health Sciences Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,243653000,59524000,10000,108464000,116505000,22193000,-2970000,14298000,,,-4572000,-26157000,119297000,-12748000,,0,-1555000,0,116000.0,-14187000,,0,0,,-177837000,,-3575000,-181412000,USNA,USANA Health Sciences Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,291320000,45863000,49000,93502000,69350000,21410000,-7183000,13331000,,,-2656000,6731000,100983000,-10393000,,-6532000,0,4555000,,-12370000,,-11000000,0,,-25382000,,-4706000,-41088000,USNA,USANA Health Sciences Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,333246000,44247000,68000,56147000,63788000,20395000,-2749000,14595000,,,-428000,-27681000,67920000,-14479000,,0,-1271000,3775000,,-11975000,,-750000,792000,,-11599000,,-3430000,-14987000,USNA,USANA Health Sciences Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,766112000,,,-251770000,116524000,,,7946000,-618000,164009000,,-216951000,70910000,-334782000,-15302000,-1577000,-30758000,0,11823000,-355294000,3189510000,-3082585000,,1155000,-1297000.0,,,106783000,FITGF,FIT Hon Teng Limited,USD,OTC,PINX,America/New_York,Annual
2021-12-31,769447000,,,-156311000,167327000,,,4167000,1741000,-182947000,,-142862000,-152574000,-217314000,-8374000,-49221000,-23202000,51759000,15547000,-222431000,3232043000,-3151009000,,-1351000,,,75000000.0,154683000,FITGF,FIT Hon Teng Limited,USD,OTC,PINX,America/New_York,Annual
2022-12-31,914045000,,,425013000,247952000,,,3929000,13670000,373307000,,24410000,663268000,-114826000,-7915000,-7350000,-1653000,32184000,16496000,-75149000,1112870000,-1338548000,,-1962000,,,,-227640000,FITGF,FIT Hon Teng Limited,USD,OTC,PINX,America/New_York,Annual
2021-01-31,1718000000,100000000,14000000,903000000,323000000,176000000,-9000000,15000000,-190000000,,60000000,450000000,825000000,0,,-9000000,-9000000,0,,-18000000,0,-353000000,0,,-38000000,-73000000,2000000,-462000000,FL,Foot Locker Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-01-31,850000000,387000000,11000000,457000000,892000000,197000000,74000000,29000000,-367000000,,161000000,-469000000,517000000,3000000,,-1174000000,-118000000,0,4000000.0,-1285000000,395000000,-102000000,0,,-359000000,-101000000,-2000000,-169000000,FL,Foot Locker Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-01-31,582000000,153000000,17000000,-112000000,341000000,208000000,21000000,31000000,30000000,,-101000000,-404000000,126000000,0,,28000000,-5000000,95000000,,118000000,0,-6000000,0,,-130000000,-150000000,-2000000,-288000000,FL,Foot Locker Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-03-31,61136000,,578000,-67092000,-52625000,533000,,7741000,156000.0,-628000,-3821000,-14375000,-63019000,-6540000,,,-149682000,150989000,,-5233000,10000000.0,-59000,,61884000,,,-355000.0,71470000,REPL,Replimune Group Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2021-03-31,184154000,0.0,636000,-63781000,-80870000,1711000,,11790000,181000.0,325000,-1031000,5360000,-62534000,-2392000,,,-392434000,206050000,,-188776000,,-10145000,,286107000,,,-895000.0,275067000,REPL,Replimune Group Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2022-03-31,107584000,55000.0,0,-84516000,-118036000,2147000,,24254000,,-247000,1118000,2454000,-88310000,-2336000,,,-255720000,256250000,,-1806000,0.0,-264000,,0,,,,-264000,REPL,Replimune Group Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2023-03-31,148226000,0.0,1066000,-130320000,-174284000,2447000,,28131000,494000.0,-61000,1981000,2887000,-138405000,-2270000,,,-583412000,443180000,,-142502000,28154000.0,-365000,,187292000,,,,215081000,REPL,Replimune Group Inc,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,96000000,,,383000000,496000000,,,,,,,,496000000,-503000000,,0.0,,,14000000,-489000000,1550000000,-1703000000,,35000000,-62000000,-229000000,28000000,-381000000,BRRDF,Borregaard ASA,NOK,OTC,PINX,America/New_York,Annual
2021-12-31,5000000,,,875000000,873000000,,,,,,,,873000000,-556000000,,-145000000.0,,,9000000,-692000000,300000000,-814000000,,59000000,-118000000,-249000000,-15000000,-837000000,BRRDF,Borregaard ASA,NOK,OTC,PINX,America/New_York,Annual
2022-12-31,111000000,,,271000000,1118000000,,,,,,,,1118000000,-464000000,,,,,9000000,-455000000,837000000,-512000000,,41000000,-68000000,-499000000,-1000000,-202000000,BRRDF,Borregaard ASA,NOK,OTC,PINX,America/New_York,Annual
2020-12-31,3463000000,268000000,488000000,1829000000,214000000,184000000,-223000000,21000000,-36000000,64900000.0,62100000.0,343800000,630800000,,,-267000000,-40000000,77000000,-15000000,-245000000,3695000000,-5416000000,,2800000.0,0,-61000000,-15000000,-1794200000,BFH,"Bread Financial Holdings, Inc.",USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,3923000000,325000000,357000000,1543000000,801000000,123000000,-15000000,29000000,6000000,,,-41000000,903000000,,,-75000000,-93000000,73000000,-193000000,-288000000,4968000000,-5402000000,,4000000.0,0,-42000000,-144000000,-616000000,BFH,"Bread Financial Holdings, Inc.",USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,3927000000,338000000,466000000,1848000000,223000000,113000000,-245000000,33000000,67000000,,,-47000000,144000000,,,0,-43000000,30000000,-72000000,-85000000,4466000000,-3906000000,,,-12000000,-43000000,-16000000,489000000,BFH,"Bread Financial Holdings, Inc.",USD,NYSE,XNYS,America/New_York,Annual
2023-12-31,3616000000,292000000,861000000,1987000000,718000000,116000000,-68000000,44000000,32000000,,,28000000,870000000,,,0,-50000000,14000000,-48000000,-84000000,3993000000,-6689000000,,,-35000000,-42000000,-104000000,-2877000000,BFH,"Bread Financial Holdings, Inc.",USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,537000000,,,403000000,138000000,,,,38000000,,,,176000000,,9000000,290000000,,,96000000,386000000,836000000,-539000000,-395000000,,,-179000000,-1000000.0,-278000000,OUKPY,Outotec OYJ,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,473000000,,,417000000,342000000,,,,37000000,-121000000.0,,-53000000.0,205000000,,22000000,75000000,,0.0,-1000000,74000000,0,-350000000,-37000000,,0.0,-166000000,,-553000000,OUKPY,Outotec OYJ,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,601000000,,,13000000,301000000,,,,114000000,-144000000.0,,-317000000.0,-46000000,,10000000,-30000000,,2000000.0,-1000000,-29000000,499000000,-253000000,140000000,,-25000000.0,-198000000,-1000000.0,162000000,OUKPY,Outotec OYJ,EUR,OTC,PINX,America/New_York,Annual
2020-09-30,3140000,,72024000,176856000,60758000,116791000,,9242000,-2912000,4466000,1511000,12149000,202005000,4891000,,-25636000,,,,-20745000,0,-511900000,-18900000.0,,,-130206000,-6306000,-667312000,SPH,Suburban Propane Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2021-09-30,5808000,,64890000,196697000,122793000,104555000,,10073000,-3192000,-15914000,6783000,-14315000,210783000,4496000,,-8716000,,,,-4220000,1097001000,-1195934000,37400000.0,,,-76484000,-14392000,-152409000,SPH,Suburban Propane Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2022-09-30,4100000,,59198000,176195000,139708000,58848000,,11253000,-359000,-7095000,-4335000,21469000,219489000,5150000,,-55233000,,,,-50083000,386600000,-429000000,-42400000.0,,,-81725000,-3695000,-170220000,SPH,Suburban Propane Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2023-09-30,3514000,,67529000,180290000,123752000,62582000,,8260000,3781000,15080000,-206000,13354000,226603000,4436000,,-130124000,,,,-125688000,525700000,-483300000,,,,-82383000,-4645000,-44628000,SPH,Suburban Propane Partners LP,USD,NYSE,XNYS,America/New_York,Annual
2020-06-30,162704000,2258000,2223000,-83000,-18257000,45090000,85000,10454000,,11024000,-1777000,4513000,51132000,-62103000,0.0,0,,,1254000,-60849000,96232000,-60422000,,,0,,-1509000,34301000,AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2021-06-30,204813000,970000,5641000,56044000,56289000,52685000,1551000,15324000,,-22517000,-528000,-24608000,78196000,-72658000,0.0,0,,,119000,-72539000,65876000,-83035000,,,0,,-6924000,-24083000,AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2022-06-30,314651000,5768000,3404000,80851000,453183000,42851000,31565000,31324000,,-30085000,23755000,-66824000,485769000,-137879000,,5613000,,,1444000,-130822000,64276000,-39924000,,,0,,-8641000,15711000,AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2023-06-30,195603000,1537000,3711000,-89955000,12364000,43207000,-1418000,37488000,,43262000,-19568000,-35829000,79506000,-110261000,,0,,,631000,-109630000,8632000,-27408000,,,-13432000,,-6381000,-38589000,AOSL,Alpha & Omega Semiconductor Ltd,USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,1215800000,,,542300000,415000000,,,9500000,70100000,178500000,,9400000,682500000,-405800000,,25500000,,,-13100000.0,-393400000,211800000,-655800000,,7600000,0.0,-225700000,-1100000,-663200000,CCHBF,COCA COLA HBC LTD,EUR,OTC,PSGM,America/New_York,Annual
2021-12-31,782800000,,,635700000,547500000,,,14900000,67600000,-109000000,,-114500000,406500000,-470700000,,-43800000,-743400000.0,0.0,,-1257900000,129300000,-133800000,,19600000,,-233600000,4900000,-213600000,CCHBF,COCA COLA HBC LTD,EUR,OTC,PSGM,America/New_York,Annual
2022-12-31,719900000,,,711200000,415600000,,,16500000,153200000,-104700000,,-241100000,239500000,-515900000,,-398200000,-333400000.0,155600000.0,,-1091900000,650000000,-358600000,,4700000,,-260200000,-108800000,-72900000,CCHBF,COCA COLA HBC LTD,EUR,OTC,PSGM,America/New_York,Annual
2020-12-31,33418000,,,-33087000,-27531000,395000,,1788000,-2158000.0,,-1462000,280000,-28688000,-1023000,,,-61637000,20100000,,-42560000,,,,96255000.0,,,-4160000.0,92095000,CALC,CALCIMEDICA INC,USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,13364000,,,-31988000,-35821000,519000,,5375000,,,-2052000,95000,-31884000,-488000,0.0,,-94570000,105809000,,10751000,,,,0.0,,,,0,CALC,CALCIMEDICA INC,USD,NASDAQ,XNCM,America/New_York,Annual
2022-12-31,17304000,,,-25131000,-35605000,338000,,6713000,2471000.0,,1304000,-2268000,-27047000,122000,-1944000.0,,-35569000,64349000,,28902000,,,,,,,-139000.0,-139000,CALC,CALCIMEDICA INC,USD,NASDAQ,XNCM,America/New_York,Annual
2020-03-31,6481000,,,-3427000,12509000,,,2000,-104000,-73000,,,12334000,,,,-30409000,0,-30409000.0,-60818000,,,,33765000,-726000,,,33039000,YLLXF,Yellow Cake Plc,USD,OTC,PINX,America/New_York,Annual
2021-03-31,126159000,,,509000,29911000,,,139000,-3000,-29000,,,30018000,,,,-15025000,9960000,,-5065000,,,,138500000,-10732000,,,127768000,YLLXF,Yellow Cake Plc,USD,OTC,PINX,America/New_York,Annual
2022-03-31,153136000,,,-9235000,417271000,,,220000,-11000,-11000,,,417469000,,,,-284890000,90934000,,-193956000,,,,236577000,0,,,236577000,YLLXF,Yellow Cake Plc,USD,OTC,PINX,America/New_York,Annual
2023-03-31,84428000,,,-5173000,-102936000,,,44000,-576000,-190000,,,-103658000,,,,-132689000,0,,-132689000,,,,74252000,-2997000,,,71255000,YLLXF,Yellow Cake Plc,USD,OTC,PINX,America/New_York,Annual
2020-12-31,169393000,0,34000,-24291000,-33978000,103000,,9746000,,,198000,143000,-23788000,-884000,,,0,0,3719000.0,2835000,,-1669000.0,-1669000.0,179453000.0,0,,11087000.0,187202000,TARA,ArTara Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2021-12-31,36469000,0,0,-35098000,-47252000,117000,,10362000,1050000.0,,40000,-714000,-36397000,-596000,,,-124748000,27150000,,-98194000,,0.0,0.0,0.0,-228000,,,-228000,TARA,ArTara Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2022-12-31,24872000,0,0,-26577000,-65952000,248000,,6688000,1366000.0,,631000,-1105000,-58124000,-120000,,,-43550000,58620000,,14950000,,,,,-90000,,,-90000,TARA,ArTara Therapeutics Inc,USD,NASDAQ,XNMS,America/New_York,Annual
2020-12-31,1974000,,,-1903000,-5494000,,,885000,-399000,-76000,,,-5084000,-2000,-959000,0.0,,,,-2000,3000000.0,-874000.0,,1280000,,,,3406000,KRMCF,KRM22 PLC,GBP,OTC,PINX,America/New_York,Annual
2021-12-31,5362000,,,-802000,-3330000,,,349000,564000,566000,,,-1851000,-6000,-749000,,,,,-6000,0.0,0.0,,4735000,,,,4735000,KRMCF,KRM22 PLC,GBP,OTC,PINX,America/New_York,Annual
2022-12-31,1900000,,,-2969000,-3101000,,,133000,641000,-721000,,,-3048000,-8000,-840000,,,,,-8000,,,,0,,,,0,KRMCF,KRM22 PLC,GBP,OTC,PINX,America/New_York,Annual
2021-02-28,460600000,189700000,418500000,1941900000,2031800000,293800000,336400000,63000000,50500000,59600000,-95700000,193700000,2933100000,-864600000,,757200000,,0,19500000,-87900000,1194700000,-2721300000,-238900000,,0,-575000000,-65000000,-2405500000,STZ,Constellation Brands Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-02-28,199400000,324700000,368500000,1678600000,1000000,337300000,84800000,44900000,96700000,-114000000,213700000,-143300000,521100000,-1026800000,,-85500000,,74400000,2100000,-1035800000,995600000,-1365300000,323000000,,-1390500000,-573000000,-96900000,-2107100000,STZ,Constellation Brands Inc,USD,NYSE,XNYS,America/New_York,Annual
2023-02-28,133500000,129700000,386300000,1721500000,-38500000,383800000,207800000,68500000,262100000,-3900000,114900000,-343600000,651100000,-1035400000,,28800000,,0,7200000,-999400000,3344900000,-2159700000,842300000,,-3200200000,-587700000,-101900000,-1862300000,STZ,Constellation Brands Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-03-31,80699000000,,,20971000000,34648000000,,,,-980000000,-6297000000,,-902000000,26469000000,-10248000000,-1055000000,,,,-2296000000,-12544000000,,,,0,0,-7863000000,,-7863000000,SDGCF,"Sundrug Co.,Ltd.",JPY,OTC,PINX,America/New_York,Annual
2021-03-31,86495000000,,,15286000000,37188000000,,,,1643000000,-3620000000,,-3458000000,31753000000,-15817000000,-658000000,,,,-644000000,-16461000000,,,,0,0,-8064000000,,-8064000000,SDGCF,"Sundrug Co.,Ltd.",JPY,OTC,PINX,America/New_York,Annual
2022-03-31,89330000000,,,11893000000,34675000000,,,,738000000,-1949000000,,4267000000,37731000000,-18825000000,-964000000,0.0,,,318000000,-18507000000,,0.0,0.0,0,0,-8187000000,,-8187000000,SDGCF,"Sundrug Co.,Ltd.",JPY,OTC,PINX,America/New_York,Annual
2023-03-31,80872000000,,,11267000000,37710000000,,,,1186000000,-3220000000,,-6477000000,29199000000,-24789000000,-1324000000,-1004000000.0,,,-568000000,-26361000000,,-7271000000.0,-80000000.0,0,0,-10053000000,-2000000.0,-17406000000,SDGCF,"Sundrug Co.,Ltd.",JPY,OTC,PINX,America/New_York,Annual
2022-12-31,115171,,,-703683,843672,,,,-1701869,,321403,,-536794,,,,,,-116150000,-116150000,,-150000,0,120450000,,,-3340314,116959686,KYCHW,Keyarch Acquisition Corporation,USD,NASDAQ,XNMS,America/New_York,Annual
2020-12-31,274155,,0.0,-271260,1221681,20956,,159740,-48000.0,,-36563,-80310.0,1237504,250000,,,,,,250000,48000.0,0,0,0.0,,,-5000,43000,THMG,"Thunder Mountain Gold, Inc.",USD,OTC,OTCB,America/New_York,Annual
2021-12-31,1156622,,,-257816,-566796,2849,,0,,,-13449,-4394.0,-581790,500000,,,,649557.0,,1149557,0.0,-39808,-39808,,,,-5000,-84616,THMG,"Thunder Mountain Gold, Inc.",USD,OTC,OTCB,America/New_York,Annual
2022-12-31,682718,,,-402136,-1243802,1553,,158341,16250.0,,16104,,-1051554,0,,,,0.0,,0,,-66768,-66768,,,,-5000,-138536,THMG,"Thunder Mountain Gold, Inc.",USD,OTC,OTCB,America/New_York,Annual
2020-06-30,232485000,,,-51983000,-78358000,13299000,,1728000,3056000,8818000,-139000,-19721000,-71317000,578000,0,234695000,0.0,0,-6218000,229055000,14798000,-762507000,-58172000,0.0,,,9108000,-796773000,LSAK,"Lesaka Technologies, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2021-06-30,223765000,16608000.0,3056000.0,-62656000,-38057000,4347000,,344000,-1000,3751000,-335000,6368000,-23583000,571000,0,44692000,,0,6797000,52060000,0,-365440000,-5357000,53000.0,0.0,,-7777000,-378521000,LSAK,"Lesaka Technologies, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2022-06-30,104800000,1138000.0,5817000.0,-41756000,-43876000,7575000,,2962000,260000,9055000,-8851000,-7144000,-40019000,4217000,0,-189904000,,720000,-4163000,-189130000,78851000,-531040000,45403000,,0.0,,2827000,-403959000,LSAK,"Lesaka Technologies, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2023-06-30,58632000,7200000.0,13278000.0,-16165000,-35074000,23685000,,7309000,5933000,-14040000,1705000,-6718000,-17200000,1497000,-419000,656000,,0,-2036000,117000,24355000,-564783000,-27206000,,-1287000.0,,2048000,-566873000,LSAK,"Lesaka Technologies, Inc.",USD,NASDAQ,XNGS,America/New_York,Annual
2020-12-31,348000000,,,627000000,770000000,,,8000000,133000000,8000000,,68000000,987000000,-618000000,-18000000,0,,1000000,16000000,-601000000,744000000,-722000000,-136000000,,-6000000,-237000000,63000000,-294000000,MNODD,Mondi Plc.,EUR,OTC,PINX,America/New_York,Annual
2021-12-31,455000000,,,608000000,712000000,,,9000000,150000000,-310000000,,-232000000,329000000,-460000000,-16000000,-64000000,,0,-87000000,-611000000,59000000,-4000000,-4000000,,-7000000,-298000000,-28000000,-282000000,MNODD,Mondi Plc.,EUR,OTC,PINX,America/New_York,Annual
2022-12-31,1381000000,,,879000000,1560000000,,,11000000,21000000,-472000000,,-254000000,866000000,-501000000,-12000000,642000000,,5000000,-59000000,87000000,0,-62000000,-9000000,,-7000000,-321000000,-92000000,-491000000,MNODD,Mondi Plc.,EUR,OTC,PINX,America/New_York,Annual
2020-12-31,30143000,,,-3275000,-19534000,3649000,-892000,1032000,560000,,,1130000.0,-14055000,-3130000,,,,,-1904000,-5034000,,-68000,,,,,,-68000,VLERF,Valeura Energy Inc.,USD,OTC,PINX,America/New_York,Annual
2021-12-31,40826000,,,-3200000,-66416000,188000,234000,246000,809000,,,,-64939000,14321000,,0.0,0.0,,-269000,14052000,,-28000,,,,,,-28000,VLERF,Valeura Energy Inc.,USD,OTC,PINX,America/New_York,Annual
2022-12-31,17516000,,,-17913000,-13640000,38000,0,415000,-1597000,,,,-14784000,-43000,,-4031000.0,-13489000.0,,1144000,-16419000,,0,,,,,,0,VLERF,Valeura Energy Inc.,USD,OTC,PINX,America/New_York,Annual
2021-12-31,0,,,,0,,,,,,,0.0,0,0.0,,,,,,0.0,,,,,,,,,FSTF,First State Financial Corp.,USD,OTC,PINX,America/New_York,Annual
2022-12-31,0,,,-14400.0,-2400,,,,,-12000.0,,,-14400,,,,,,,,,,,,,,14400.0,14400.0,FSTF,First State Financial Corp.,USD,OTC,PINX,America/New_York,Annual
2020-08-31,215285,,,-91826,-128751,,,37641,,-25000,11784.0,12500.0,-91826,,,,,,,,,,,235000,,,-51980,183020,JMPHF,Leveljump Healthcare Corp.,CAD,OTC,PINX,America/New_York,Annual
2020-12-31,905546,,,-2985132,-11563042,32730.0,,67603,9120784.0,-32480,,-79106.0,-2453511,0.0,0.0,210802.0,,137576.0,137576.0,485954.0,60000.0,-143781.0,,3443702,,,184482,3544403,JMPHF,Leveljump Healthcare Corp.,CAD,OTC,PINX,America/New_York,Annual
2021-12-31,756260,,,-1791454,-2228986,33579.0,,743713,10369.0,-234358,,-68474.0,-1744157,-25474.0,-25474.0,0.0,,0.0,,-25474.0,0.0,-84784.0,,1600000,,,96452,1611668,JMPHF,Leveljump Healthcare Corp.,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,82959,,,-1958487,234767,211997.0,,293332,-1021846.0,-480163,,,-761913,-447310.0,-1200000.0,-4048748.0,,,-128780.0,-4624838.0,4132129.0,-354387.0,,2516284,,,-831312,5462714,JMPHF,Leveljump Healthcare Corp.,CAD,OTC,PINX,America/New_York,Annual
2020-09-30,-4691,,,-316358,-722670,13006,,,86559,89,304903,5929,-312184,,,,0.0,,,0,40000.0,-20736,0.0,390017,,0,62022,471303,VSSSF,Visionstate Corp.,CAD,OTC,PINX,America/New_York,Annual
2021-09-30,635956,,,-536558,-1039075,13005,,,22488,-22852,-408499,134593,-1300340,,,,-1000000.0,,-300000.0,-1300000,20000.0,-86225,-65489.0,2515953,,0,-208092,2176147,VSSSF,Visionstate Corp.,CAD,OTC,PINX,America/New_York,Annual
2022-09-30,19797,,,-766041,-621127,14519,,,-12683,957,-99771,-112239,-830344,,,,-45000.0,,-110000.0,-155000,0.0,-19368,0.0,65000,,0,-8086,37546,VSSSF,Visionstate Corp.,CAD,OTC,PINX,America/New_York,Annual
2023-09-30,89765,,,-1012521,-1727673,16032,,,267451,20304,12708,-17852,-1429030,,,,,,-22750.0,-22750,,-21600,,1216400,-65000.0,0,-758,1129042,VSSSF,Visionstate Corp.,CAD,OTC,PINX,America/New_York,Annual
2018-12-31,1242800000,,,-447000000,1827800000,,,3300000,208400000,,,,2039500000,,,-1829200000.0,,,,-1829200000,2612600000,-24600000,-24600000.0,,,-225700000,86700000,2424400000,NOVVR,Nova Vision Acquisition Corporation,EUR,NASDAQ,XNCM,America/New_York,Annual
2019-12-31,2191700000,,,72300000,1709100000,,,4500000,96000000,,,,1809600000,,,-1772800000.0,,,,-1772800000,2653900000,-506200000,,596300000.0,,-209400000,854000000,3388600000,NOVVR,Nova Vision Acquisition Corporation,EUR,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,2692100000,,,579500000,906400000,,,3000000,368500000,,,,1277900000,-36300000.0,,,,,,-36300000,219000000,-712200000,,0.0,-1000800000.0,-21900000,94200000,-1421700000,NOVVR,Nova Vision Acquisition Corporation,EUR,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,2873000000,,,625800000,1078100000,,,5900000,342500000,,,,1426500000,22900000.0,,,,,,22900000,235200000,-1320200000,,,-444100000.0,-252000000,-547000000,-2328100000,NOVVR,Nova Vision Acquisition Corporation,EUR,NASDAQ,XNCM,America/New_York,Annual
2020-12-31,446383000,15691000.0,6206000,169456000,9326000,,6238000,4683000,161000,30822000,5567000,22429000,79226000,-755000,,,-470503000,493320000,,22062000,0,-9665000,-9375000,,-9997000,-6852000,-2384000,-38273000,HRTG,Heritage Insurance Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,364752000,528000.0,5282000,59123000,-74727000,,-5956000,1161000,-1000,111678000,29810000,-9593000,52372000,-1007000,,,-334584000,211111000,,-124480000,2782000,-4931000,-4625000,,-8192000,-6709000,-231000,-21906000,HRTG,Heritage Insurance Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,287572000,,7837000,-46642000,-154363000,,-11202000,2008000,-1000,-556870000,8075000,12796000,-699557000,-12382000,,,-134999000,109519000,,-37862000,35000000,-27851000,-5000000,,-7343000,-4770000,-94000,-10058000,HRTG,Heritage Insurance Holdings Inc,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,25956000,353000,27741000,42776000,6151000,28303000,,6063000,-230000,-5913000,2518000,-885000,36007000,,,,,0.0,922000.0,922000.0,11734000,-12164000,,2241000,-2077000,-25203000,-554000,-26023000,WSR,Whitestone REIT,USD,NYSE,XNYS,America/New_York,Annual
2021-12-31,15914000,364000,23685000,47040000,10420000,28950000,,5913000,-2163000,192000,2663000,-2049000,43926000,,,,,,,,0,-3261000,,55981000,-691000,-19320000,-394000,32315000,WSR,Whitestone REIT,USD,NYSE,XNYS,America/New_York,Annual
2022-12-31,6355000,366000,26493000,44431000,35800000,31707000,,1511000,-2286000,-4861000,-2766000,-1504000,57601000,,,,,,,,0,-19468000,,0,-537000,-22958000,-4313000,-47276000,WSR,Whitestone REIT,USD,NYSE,XNYS,America/New_York,Annual
2020-12-31,249356,0,218038,-4267904,-10880138,1960433,0,3241554,1333119,121535,1350326,-632581,-3505752,-276478,-1552500,180489,0,,,-95989,4261602,-1162455,1028385,0,0,-296425,-157055,3674052,BBIG,"Vinco Ventures, Inc.",USD,NASDAQ,XNCM,America/New_York,Annual
2021-12-31,187612176,0,1049914,-47897324,-716105867,3900818,61645,43366137,68634305,185701,2446314,-653512,-598164459,43674,0,-90761200,-1000000,,-26926435.0,-118643961,73000,-5739564,121620667,6055000,-1644000,0,-11580000,108785103,BBIG,"Vinco Ventures, Inc.",USD,NASDAQ,XNCM,America/New_York,Annual
2021-02-28,21724305,,,-17876466,-8294096,13225,,1965784,114277,,,,-6200810,-337154,,,,,-7674,-344828,,0,,25600000,,,-1396659,24203341,RUPRF,Rupert Resources Ltd.,CAD,OTC,PINX,America/New_York,Annual
2022-02-28,45275410,,,-26140500,-8256115,25820,,2788859,2407,,,,-5439029,-342113,,,0.0,,-23456385,-23798498,,-17769,,48654000,0.0,,-2059176,46577055,RUPRF,Rupert Resources Ltd.,CAD,OTC,PINX,America/New_York,Annual
2023-02-28,70499292,,,-35050070,-13099969,212939,,2796828,7177,,,,-10083025,-2300744,,,-369510.0,,-56365,-2726619,,-66476,,47564000,-86296.0,,-199805,47211423,RUPRF,Rupert Resources Ltd.,CAD,OTC,PINX,America/New_York,Annual
2022-12-31,776607,,,-1209480,1137756,,,,-2440752,,-610509,,-1913505,,,,,,-14818796,-14818796,,,,450000,,,,450000,RCAC,Revelstone Capital Acquisition Corp.,USD,OTC,PINX,America/New_York,Annual
