fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,pretax_income,income_tax,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebit,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/12/2022,472748000,128025000,344723000,-55036000,388000,-49110000,83000,-49193000,-0.195322,-0.195322,251855833,251855833,-49110000,-40070000,-49193000,,,104077000,295682000,,5538000,0,KVYO
31/12/2021,290640000,84696000,205944000,-79233000,28000,-79074000,319000,-79393000,-0.315232,-0.315232,251855833,251855833,-79066000,-73797000,-79393000,,,65599000,219578000,,139000,8000,KVYO
30/09/2023,3518761000,2179260000,1339501000,893491000,-7969000,850290000,160391000,689899000,17.51,17.27,38797000,38797000,885522000,1028756000,689899000,,10637000,,388206000,,,35232000,ATKR
30/09/2022,3913949000,2273924000,1640025000,1233805000,490000,1203620000,290186000,913434000,20.56,20.3,43717000,43717000,1234296000,1333590000,913434000,,14460000,,370044000,,,30676000,ATKR
30/09/2021,2928014000,1802401000,1125613000,798950000,13950000,780001000,192144000,587857000,12.38,12.19,46569000,46569000,812900000,894610000,587857000,,11380000,,293019000,,,32899000,ATKR
30/09/2020,1765421000,1274107000,491314000,239556000,2504000,201998000,49696000,152302000,3.15,3.1,47265000,47265000,242060000,330533000,152302000,,3356000,,219496000,,,40062000,ATKR
31/12/2023,26948900000,21817400000,5131500000,1651900000,24400000,1350200000,330000000,1021100000,22.89,22.74,44600000,44600000,1676300000,1896800000,1021100000,,,,3253200000,5900000,,326100000,AN
31/12/2022,26985000000,21719700000,5265300000,2024500000,-14700000,1833500000,455800000,1377400000,24.292769,24.29,56700000,56700000,2009800000,2210100000,1377400000,,,,3026100000,14400000,,176300000,AN
31/12/2021,25844000000,20891400000,4952600000,1902800000,24300000,1808400000,435100000,1373000000,18.306667,18.306667,75000000,75000000,1927100000,2120400000,1373000000,,,,2876200000,-19700000,,118700000,AN
31/12/2020,20390000000,16823600000,3566400000,939000000,-231400000,550100000,168300000,381600000,4.302142,4.3,88700000,88700000,707600000,1282300000,381600000,,,,2422000000,6500000,300000,157500000,AN
30/09/2023,6991000000,5109300000,1881700000,641100000,50900000,412900000,99700000,312900000,5.21,4.82,60000000,60000000,692000000,1055800000,312900000,-11600000,,,1078400000,1500000,,279100000,POST
30/09/2022,5851200000,4383700000,1467500000,415600000,797500000,895300000,85700000,764100000,12.42,12.09,60900000,60900000,1213100000,815600000,742500000,-7500000,,,904700000,1200000,,317800000,POST
30/09/2021,4980700000,3552600000,1428100000,487700000,58900000,214000000,58200000,173700000,2.42,2.38,64200000,64200000,546600000,883500000,111900000,-7000000,,,807000000,-9800000,,332600000,POST
30/09/2020,4711000000,3261600000,1449400000,536500000,-248500000,-45900000,-21300000,1800000,0.01,0.01,68900000,68900000,288000000,893000000,-55500000,-1000000,,,782500000,-7700000,,333900000,POST
31/12/2023,1789000000,1355800000,433200000,215300000,-71600000,109700000,12100000,105700000,1.25,1.24,84600000,84600000,143700000,268500000,105700000,,,52700000,163800000,1400000,,34000000,HXL
31/12/2022,1577700000,1220600000,357100000,175200000,10800000,149800000,31600000,126300000,1.5,1.49,84400000,84400000,186000000,312200000,126300000,,,45800000,148000000,-11900000,,36200000,HXL
31/12/2021,1324700000,1074600000,250100000,51800000,8500000,22000000,5900000,16100000,0.19,0.19,84100000,84100000,60300000,198300000,16100000,,,45100000,135000000,18200000,,38300000,HXL
31/12/2020,1502400000,1262700000,239700000,14100000,,-27700000,-61000000,31700000,0.38,0.38,83800000,83800000,14100000,155000000,31700000,,,46600000,121100000,57900000,,41800000,HXL
31/03/2023,11612475000,5515796000,6096679000,1062702000,-854783000,43287000,-75297000,118584000,0.31,0.31,387763000,387763000,217677000,1215010000,118584000,,,,5033977000,,9758000,174390000,VFC
31/03/2022,11841840000,5386393000,6455447000,1632204000,22509000,1523250000,306981000,1386941000,3.55,3.53,390291000,390291000,1659719000,1930299000,1216269000,,,,4823243000,,5006000,136469000,VFC
31/03/2021,9238830000,4370780000,4868050000,627992000,-45020000,456472000,101566000,407869000,1.05,1.04,389655000,389655000,592127000,881569000,354906000,,,,4240058000,,9155000,135655000,VFC
31/03/2020,10488556000,4690520000,5798036000,1251028000,-451645000,727208000,98062000,679449000,1.72,1.7,395411000,395411000,819250000,1469864000,679449000,,,,4547008000,,19867000,92042000,VFC
31/12/2023,4232281000,,,,19402000,458412000,93174000,365238000,,,,,487211000,,365238000,,,,,30861000,,28799000,SIGI
31/12/2022,3558178000,,,,11335000,280186000,55300000,224886000,3.57,3.54,60407000,60407000,309033000,,224886000,,,,31116000,31232000,,28847000,SIGI
31/12/2021,3379164000,,,,17723000,505310000,101473000,403837000,6.55,6.5,60183000,60183000,534475000,,403837000,,,,28305000,28305000,,29165000,SIGI
31/12/2020,2922274000,,,,17570000,302988000,56633000,246355000,4.12,4.09,59862000,59862000,333827000,,246355000,,,,25412000,25412000,,30839000,SIGI
31/12/2023,4173700000,3371100000,802600000,474500000,-86500000,295200000,-128200000,423400000,3.21,2.81,128100000,128100000,401000000,554900000,423400000,-12600000,,,328100000,,13000000,105800000,ATI
31/12/2022,3836000000,3121800000,714200000,416700000,25300000,354600000,15500000,339100000,2.54,2.23,127500000,127500000,446700000,717600000,339100000,-15600000,,,297500000,,4700000,92100000,ATI
31/12/2021,2799800000,2466600000,333200000,106300000,224000000,233400000,26800000,206600000,1.45,1.32,127100000,127100000,331000000,512400000,206600000,-22000000,,,226900000,,700000,97600000,ATI
31/12/2020,2982100000,2689300000,292800000,96100000,-1483600000,-1481900000,77700000,-1559600000,-12.43,-12.43,126500000,126500000,-1385800000,173000000,-1559600000,-13000000,,,201000000,-4300000,1700000,96100000,ATI
31/12/2023,965776000,714480000,251296000,46222000,3018000,16919000,6967000,9952000,,,,,49240000,118375000,9952000,-8234000,,,205074000,,,32321000,BROS
31/12/2022,739012000,558096000,180916000,-2612000,3976000,-16654000,2599000,-19253000,-0.09,-0.09,51871000,51871000,1364000,46092000,-19253000,14500000,,,183528000,,,18018000,BROS
31/12/2021,497876000,344573000,153303000,-111226000,-1240000,-119559000,-1628000,-117931000,-0.28,-0.28,45864000,45864000,-112466000,-87249000,-117931000,105252000,-68602000,,264529000,,,7093000,BROS
31/12/2020,327413000,211478000,115935000,11000000,-363000,6901000,843000,6058000,0,0,46748592,46748592,10637000,26174000,6058000,-6058000,5725000,,104935000,,,3736000,BROS
31/12/2023,881662000,481765000,399897000,123310000,-13744000,83748000,10870000,72878000,2.03,2.02,35844000,35844000,123310000,182991000,72878000,,,91682000,164460000,,,,NOVT
31/12/2022,860903000,482431000,378472000,107463000,-4688000,87159000,13108000,74051000,2.08,2.06,35652000,35652000,107463000,164938000,74051000,,,85770000,158901000,,,,NOVT
31/12/2021,706793000,406465000,300328000,82074000,-18515000,56172000,5841000,50331000,1.42,1.41,35396000,35396000,82074000,143615000,50331000,,,72522000,129155000,,,,NOVT
31/12/2020,590623000,346106000,244517000,59698000,-4731000,48403000,3882000,44521000,1.27,1.25,35144000,35144000,59698000,102743000,44521000,0,,60996000,109853000,,,,NOVT
31/03/2023,973653000,427574000,546079000,200507000,11451000,211346000,23852000,187494000,0.98,0.97,191197452,191197452,213682000,253239000,187494000,-137000,,150850000,194722000,,1724000,2336000,ALGM
31/03/2022,768674000,361214000,407460000,134650000,7153000,140746000,21191000,119555000,0.63,0.62,189748427,189748427,143245000,186618000,119555000,-148000,,121873000,150937000,,1442000,2499000,ALGM
31/03/2021,591207000,312305000,278902000,16777000,-15625000,-1451000,-19552000,18101000,0.22,0.1,83448055,83448055,2377000,67247000,18101000,-148000,-148000,108649000,153476000,,1225000,3828000,ALGM
31/03/2020,650089000,388813000,261276000,52828000,560000,53278000,16173000,37105000,0.196916,0.196916,187749943,187749943,53388000,116045000,37105000,-134000,3218000,102052000,106396000,,,110000,ALGM
31/12/2023,3352500000,2312100000,1040400000,390700000,-43600000,58000000,3000000,56900000,0.48,0.43,41970000,41970000,329900000,605200000,57500000,-9600000,,,486300000,,,271900000,GTLS
31/12/2022,1612400000,1205000000,407400000,151500000,-20900000,98900000,15900000,25000000,0.62,0.54,36250000,36250000,127700000,232700000,82600000,-1000000,,,214500000,,,28800000,GTLS
31/12/2021,1317700000,993500000,324200000,88500000,4600000,74100000,13500000,60900000,1.66,1.44,35610000,35610000,84800000,160500000,60900000,-1800000,,,196800000,,,10700000,GTLS
31/12/2020,1177100000,845000000,332100000,108200000,-1000000,85200000,14900000,309500000,9.05,8.78,35380000,35380000,102900000,186900000,309500000,-1400000,,,178200000,,,17700000,GTLS
31/12/2023,9303000,2446000,6857000,-599444000,9444000,-653251000,,-653251000,,,,,-571962000,-574642000,-653251000,10049000,,455711000,150590000,,18038000,81289000,BBIO
31/12/2022,77648000,3434000,74214000,-468437000,56681000,-484652000,,-484652000,-3.26,-3.26,147473076,147473076,-404214000,-339178000,-484652000,3469000,,399462000,143189000,,7542000,80438000,BBIO
31/12/2021,69716000,3114000,66602000,-576632000,35823000,-586454000,,-586454000,-3.9,-3.9,144356619,144356619,-539676000,-569656000,-586454000,23915000,,451024000,192210000,,1133000,46778000,BBIO
31/12/2020,8249000,0,8249000,-474482000,1634000,-505488000,,-505488000,-3.8,-3.8,117995457,117995457,-468833000,-469011000,-505488000,56764000,,337047000,145684000,,4015000,36655000,BBIO
31/03/2023,528753000,149318000,379435000,240040000,6073000,242610000,55425000,187185000,3.05,3.01,37059654,37059654,251227000,258670000,187185000,-78065000,-3808000,,139395000,,5114000,8617000,HLNE
31/03/2022,367919000,108395000,259524000,169564000,148250000,313676000,66423000,247253000,4.02,3.98,36511507,36511507,318314000,323809000,247253000,-101267000,-951000,,89960000,,500000,4638000,HLNE
31/03/2021,341635000,116371000,225264000,155728000,38301000,193202000,24417000,168785000,2.82,2.81,33152318,33152318,195705000,199839000,168785000,-70763000,4637000,,69536000,,1676000,2503000,HLNE
31/03/2020,274048000,85763000,188285000,116429000,26422000,140744000,13968000,126776000,2.17,2.15,28088578,28088578,143560000,146851000,126776000,-65951000,0,,71856000,,709000,2816000,HLNE
31/12/2023,1700638000,,,,,630852000,136544000,494308000,,,,,,,494308000,,,,681441000,,,,SSB
31/12/2022,1613286000,,,,,633362000,137313000,496049000,6.65,6.6,74551000,74551000,,,496049000,,,,610022000,,,,SSB
31/12/2021,1365379000,,,,,604279000,128736000,475543000,6.76,6.71,70393000,70393000,,,475543000,,,,598028000,,,,SSB
31/12/2020,1126320000,,,,,103972000,-16660000,120632000,2.2,2.19,54756000,54756000,,,120632000,,,,444300000,,,,SSB
31/12/2023,15474000000,14997000000,477000000,253000000,-106000000,315000000,236000000,79000000,0.55,0.54,150000000,150000000,375000000,555000000,79000000,60000000,,,224000000,,228000000,60000000,FLR
31/12/2022,13744000000,13389000000,355000000,155000000,53000000,244000000,171000000,73000000,0.75,0.73,142000000,142000000,303000000,323000000,73000000,72000000,,,200000000,,94000000,59000000,FLR
31/12/2021,14156000000,13702000000,454000000,25000000,-298000000,-346000000,20000000,-401000000,-3.29,-3.29,141000000,141000000,-256000000,116000000,-401000000,-39000000,,,429000000,,17000000,90000000,FLR
31/12/2020,14157929000,13758403000,399526000,198410000,-153122000,3494000,15856000,-368329000,-3.09,-3.09,140511000,140511000,68864000,327560000,-366791000,-66717000,,,201116000,,23576000,65370000,FLR
31/08/2023,8799533000,6987618000,1811915000,1168380000,-6286000,1121967000,262207000,859760000,7.34,7.25,117077703,117077703,1162094000,1387210000,859760000,,,,643535000,,,40127000,CMC
31/08/2022,8913481000,7057085000,1856396000,1311412000,254444000,1515147000,297885000,1217262000,10.09,9.95,120648090,120648090,1565856000,1486436000,1217262000,,,,544984000,,,50709000,CMC
31/08/2021,6729760000,5623903000,1105857000,600740000,-14818000,534018000,121153000,412865000,3.43,3.38,120338357,120338357,585922000,768353000,412865000,,,,505117000,,,51904000,CMC
31/08/2020,5476486000,4531688000,944798000,437791000,-5176000,370778000,92476000,279503000,2.35,2.32,118921854,118921854,432615000,603549000,279503000,,,,507007000,,,61837000,CMC
31/12/2022,3455100000,2939700000,515400000,92200000,64400000,106700000,76100000,-605700000,-0.47,-0.47,1280531000,1280531000,174900000,893400000,30600000,500000,,,129800000,293400000,18300000,68200000,KGC
31/12/2021,2599600000,2058500000,541100000,61500000,83600000,84300000,115000000,218700000,0.18,0.17,1259059000,1259059000,155900000,770300000,-30700000,2500000,,,114400000,365200000,10800000,71600000,KGC
31/12/2020,4213400000,1917100000,2296300000,1876400000,7400000,1798500000,439800000,1358700000,1.07,1.06,1257200000,1257200000,1888100000,2724700000,1358700000,-16300000,,,117900000,302000000,4300000,89600000,KGC
31/12/2023,3738492000,1719920000,2018572000,1009668000,-109400000,752907000,132884000,620023000,6.12,6.12,101325000,101325000,924154000,1288771000,620023000,,,,498289000,253835000,23886000,171247000,BYD
31/12/2022,3555377000,1565204000,1990173000,1021999000,-63474000,828806000,189429000,639377000,5.87,5.87,108885000,108885000,980055000,1298824000,639377000,,,,480580000,229415000,21530000,151249000,BYD
31/12/2021,3369810000,1432480000,1937330000,908304000,-106742000,603939000,140093000,463846000,4.07,4.07,113866000,113866000,803381000,1174523000,463846000,,,,470858000,290381000,1819000,199442000,BYD
31/12/2020,2178490000,1037088000,1141402000,188963000,-131393000,-171014000,-36314000,-134700000,-1.19,-1.19,113515000,113515000,59470000,516992000,-134700000,,,,452265000,219143000,1900000,230484000,BYD
31/12/2023,1383389000,,,,,714006000,151854000,562152000,7.2,7.14,76016370,76016370,,,562152000,,,,587554000,,,,PNFP
31/12/2022,1304652000,,,,,697493000,136751000,560742000,7.2,7.17,75735404,75735404,,,560742000,,,,558623000,,,,PNFP
31/12/2021,1117206000,,,,,651905000,124582000,527323000,6.79,6.75,75468339,75468339,,,527323000,,,,472063000,,,,PNFP
31/12/2020,1000941000,,,,,371358000,59037000,312321000,4.04,4.03,75376489,75376489,,,312321000,,,,368901000,,,,PNFP
31/12/2023,2126300000,,,,,933600000,211200000,722400000,6.55,6.54,108300000,108300000,,,722400000,,,,778500000,,,,WAL
31/12/2022,2304900000,,,,,1316100000,258800000,1057300000,9.74,9.7,107200000,107200000,,,1057300000,,,,592700000,,,,WAL
31/12/2021,1862500000,,,,,1123000000,223800000,899200000,8.72,8.67,102700000,102700000,,,899200000,,,,503200000,,,,WAL
31/12/2020,1220700000,,,,,622500000,115900000,506600000,5.06,5.04,100200000,100200000,,,506600000,,,,326500000,,,,WAL
31/12/2023,554458000,107485000,446973000,163069000,-1323000,178651000,27056000,151595000,4.11,4.03,36879000,36879000,163069000,190757000,151595000,,,110472000,173432000,,16905000,,QLYS
31/12/2022,489723000,102788000,386935000,130547000,-2038000,133700000,25708000,107992000,2.81,2.74,38453000,38453000,130547000,166940000,107992000,,,101186000,155202000,,5191000,0,QLYS
31/12/2021,411172000,89439000,321733000,87683000,-573000,89397000,18437000,70960000,1.82,1.77,39030000,39030000,87683000,123877000,70960000,,,81289000,152761000,,2287000,0,QLYS
31/12/2020,362963000,79226000,283737000,96654000,7000,102037000,10465000,91572000,2.34,2.25,39167000,39167000,102046000,134631000,91572000,,,72548000,114535000,,5385000,9000,QLYS
31/12/2023,2589018000,1845268000,743750000,615337000,-62024000,512243000,30341000,481902000,,,,,571382000,827975000,481902000,,,,128413000,,18069000,59139000,NE
31/12/2022,1413847000,1108402000,305445000,223268000,-3410000,191501000,22553000,168948000,1.99,1.73,85055000,85055000,234223000,379160000,168948000,,,,82177000,,14365000,42722000,NE
31/12/2023,3448854000,1930660000,1518194000,1073523000,-40081000,921069000,195921000,723681000,,,,,1033442000,1926538000,723681000,-62122000,,,117306000,327365000,,112373000,MUR
31/12/2022,4220140000,1840861000,2379279000,1931200000,-330180000,1450261000,309464000,1138719000,6.22,6.13,155277000,155277000,1601020000,2722327000,1138719000,-173672000,,,131121000,316958000,,150759000,MUR
31/12/2021,2801215000,1521679000,1279536000,1020877000,-756213000,42891000,-5862000,47528000,-0.48,-0.48,154291000,154291000,264664000,1799211000,47528000,-121192000,,,121950000,136709000,,221773000,MUR
31/12/2020,1751709000,1759714000,-8005000,-293137000,-1086475000,-1549035000,-293741000,-1262445000,-7.48,-7.48,153507000,153507000,-1379612000,676799000,-1262445000,113668000,,,140243000,144889000,,169423000,MUR
31/12/2023,2698419000,1925906000,772513000,483045000,43276000,488962000,100098000,388864000,,,,,526321000,604331000,388864000,,1339000,137998000,151470000,,,37359000,NEU
31/12/2022,2764799000,2124302000,640497000,355139000,27797000,347734000,68196000,279538000,27.77,27.77,10035000,10035000,382936000,472766000,279538000,,876000,140252000,145106000,,,35202000,NEU
31/12/2021,2356110000,1808403000,547707000,257782000,23987000,247551000,56643000,190908000,17.71,17.71,10779673,10779673,281769000,366089000,190908000,,462000,143952000,145973000,,,34218000,NEU
31/12/2020,2010931000,1415899000,595032000,311802000,45813000,331287000,60719000,270568000,24.64,24.64,10961000,10961000,357615000,441617000,270568000,,448000,140367000,142863000,,,26328000,NEU
31/12/2023,3756000000,2814000000,942000000,512000000,,393000000,95000000,298000000,1.42,1.42,210000000,210000000,537000000,661000000,298000000,,,,430000000,,29000000,144000000,REYN
